Title                                                                                         - Score - Year - Num Eps            - Duration             - Genre(s)                                                                              - Link
IGPX: Immortal Grand Prix (2005) 2nd Season                                                   - 7.37  - 2006 - 13 episode(s)      - 24 min. per ep.      - Mecha, Sci-Fi, Shounen, Sports                                                        - https://myanimelist.net/anime/1410
Ichigo 100% OVA                                                                               - 7.00  - 2005 - 4 episode(s)       - 29 min. per ep.      - Comedy, Ecchi, Harem, Romance, School, Shounen                                        - https://myanimelist.net/anime/981
Ichigo Ichie: Koibana Tomobana                                                                - 6.91  - 2007 - 13 episode(s)      - 5 min. per ep.       - Slice of Life, Comedy, School                                                         - https://myanimelist.net/anime/3164
Idol Fight Suchie-Pai 2                                                                       - 4.29  - 1996 - 1 episode(s)       - 30 min.              - Action, Ecchi                                                                         - https://myanimelist.net/anime/3816
Igano Kabamaru                                                                                - 8.08  - 1983 - 24 episode(s)      - 23 min. per ep.      - Action, Adventure, Comedy, Romance, School, Shounen                                   - https://myanimelist.net/anime/2762
Ikkyuu Nyuukon                                                                                - 6.77  - 2017 - 3 episode(s)       - 22 min. per ep.      - Harem, Hentai                                                                         - https://myanimelist.net/anime/36121
Ikusa Otome Valkyrie G                                                                        - 6.59  - 2012 - 2 episode(s)       - 30 min. per ep.      - Fantasy, Hentai, Supernatural                                                         - https://myanimelist.net/anime/14047
Indie Anibox: Selma Danbaekjil Coffee                                                         - 6.10  - 2008 - 1 episode(s)       - 1 hr. 15 min.        - Comedy, Drama, Romance, Samurai, Sci-Fi                                               - https://myanimelist.net/anime/28235
InuYasha: Tenka Hadou no Ken                                                                  - 7.88  - 2003 - 1 episode(s)       - 1 hr. 38 min.        - Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural - https://myanimelist.net/anime/451
Issunboushi                                                                                   - 6.06  - 1918 - 1 episode(s)       - 1 min.               - Drama                                                                                 - https://myanimelist.net/anime/10760
Jack to Mame no Ki                                                                            - 6.64  - 1974 - 1 episode(s)       - 1 hr. 28 min.        - Fantasy, Kids                                                                         - https://myanimelist.net/anime/3720
Jakusansei Million Arthur                                                                     - 6.47  - 2015 - 49 episode(s)      - 1 min. per ep.       - Comedy, Parody, Ecchi, Fantasy                                                        - https://myanimelist.net/anime/30954
Junjou Romantica OVA                                                                          - 8.05  - 2012 - 2 episode(s)       - 22 min. per ep.      - Comedy, Drama, Romance, Shounen Ai                                                    - https://myanimelist.net/anime/13767
Junkers Come Here                                                                             - 7.25  - 1994 - 1 episode(s)       - 1 hr. 39 min.        - Slice of Life, Drama                                                                  - https://myanimelist.net/anime/1116
Kabushiki Kaisha Zoo                                                                          - 6.29  - 2010 - 12 episode(s)      - 2 min. per ep.       - Kids, Comedy                                                                          - https://myanimelist.net/anime/29748
Kachikachi Yama                                                                               - 5.20  - 1917 - 1 episode(s)       - Unknown              - Drama                                                                                 - https://myanimelist.net/anime/10757
Kaikan Phrase                                                                                 - 7.51  - 1999 - 44 episode(s)      - 24 min. per ep.      - Drama, Music, Romance, Shoujo                                                         - https://myanimelist.net/anime/1021
Kakumeiki Valvrave Recaps                                                                     - 6.36  - 2013 - 3 episode(s)       - 1 hr. 5 min. per ep. - Action, Mecha                                                                         - https://myanimelist.net/anime/21077
Kamisama Hajimemashita OVA                                                                    - 8.05  - 2013 - 2 episode(s)       - 14 min. per ep.      - Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo                                - https://myanimelist.net/anime/18661
Kamisama Hajimemashita: Kako-hen                                                              - 8.55  - 2015 - 4 episode(s)       - 30 min. per ep.      - Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo                                - https://myanimelist.net/anime/30709
Kanojo wa Dare to demo Sex Suru.                                                              - 6.83  - 2015 - 2 episode(s)       - 16 min. per ep.      - Hentai                                                                                - https://myanimelist.net/anime/28313
Kara no Kyoukai 6: Boukyaku Rokuon                                                            - 7.66  - 2008 - 1 episode(s)       - 59 min.              - Action, Magic, Mystery, Romance, Supernatural, Thriller                               - https://myanimelist.net/anime/5204
Kawa no Hikari                                                                                - 7.07  - 2009 - 1 episode(s)       - 1 hr. 10 min.        - Kids, Adventure                                                                       - https://myanimelist.net/anime/6554
Kawaijuku Manavis CM                                                                          - 3.00  - 2016 - Unknown episode(s) - 30 sec.              - Slice of Life                                                                         - https://myanimelist.net/anime/34708
Kaze no Matasaburou                                                                           - 6.04  - 1988 - 1 episode(s)       - 30 min.              - Slice of Life, Kids, Fantasy                                                          - https://myanimelist.net/anime/12141
Keitai Shoujo                                                                                 - 5.38  - 2007 - 6 episode(s)       - 7 min. per ep.       - Comedy, Romance, School, Drama                                                        - https://myanimelist.net/anime/1725
Kero Kero Keroppi no Sanjuushi                                                                - 5.95  - 1991 - 1 episode(s)       - 1 hr.                - Fantasy, Kids                                                                         - https://myanimelist.net/anime/22649
Kick no Oni (1971)                                                                            - 5.50  - 1971 - 1 episode(s)       - 25 min.              - Shounen, Sports                                                                       - https://myanimelist.net/anime/19683
Kiniitta Nakani Ikinari Nakadashi OK na Resort Tou                                            - N/A   - 2017 - Unknown episode(s) - 15 min.              - Hentai                                                                                - https://myanimelist.net/anime/36523
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou                              - 6.79  - 2002 - 1 episode(s)       - 40 min.              - Action, Comedy, Drama, Romance, Martial Arts, Samurai                                 - https://myanimelist.net/anime/12279
Kinnikuman: Seigi Choujin vs. Senshi Choujin                                                  - 6.30  - 1986 - 1 episode(s)       - 50 min.              - Action, Comedy, Sports, Shounen                                                       - https://myanimelist.net/anime/3279
Kishibe Rohan wa Ugokanai                                                                     - 7.37  - 2017 - 2 episode(s)       - 23 min. per ep.      - Action, Supernatural, Mystery, Shounen                                                - https://myanimelist.net/anime/33191
Kita e.: Diamond Dust Drops                                                                   - 6.72  - 2004 - 12 episode(s)      - 24 min. per ep.      - Drama, Romance, Slice of Life                                                         - https://myanimelist.net/anime/148
Kitsutsuki: The Ten Hole Stories                                                              - 4.71  - 2009 - 1 episode(s)       - 29 min.              - Dementia                                                                              - https://myanimelist.net/anime/30407
Kitty-chan wo Sagase! Toyama-shi Stamp Rally                                                  - 4.38  - 2016 - 1 episode(s)       - 2 min.               - Comedy                                                                                - https://myanimelist.net/anime/33915
