Title                                                                                                - Score - Year - Num Eps            - Duration              - Genre(s)                                                               - Link
IS: Infinite Stratos 2 - World Purge-hen                                                             - 7.10  - 2014 - 1 episode(s)       - 44 min.               - Action, Sci-Fi, Harem, Comedy, Mecha                                   - https://myanimelist.net/anime/21653
Idol☆Sister                                                                                          - 7.19  - 2014 - 1 episode(s)       - 27 min.               - Harem, Hentai                                                          - https://myanimelist.net/anime/28961
Ikemen Kyuugo-tai Nurse Angels                                                                       - 5.30  - 2013 - 10 episode(s)      - 3 min. per ep.        - Comedy                                                                 - https://myanimelist.net/anime/21053
Ikkitousen: Dragon Destiny                                                                           - 6.92  - 2007 - 12 episode(s)      - 24 min. per ep.       - Action, Super Power, Ecchi, Martial Arts, School                       - https://myanimelist.net/anime/1956
Ikkitousen: Xtreme Xecutor                                                                           - 6.91  - 2010 - 12 episode(s)      - 24 min. per ep.       - Action, Ecchi, Martial Arts, School, Super Power                       - https://myanimelist.net/anime/7580
Ikoku Meiro no Croisée Picture Drama                                                                 - 6.41  - 2011 - 6 episode(s)       - 6 min. per ep.        - Historical, Seinen, Slice of Life                                      - https://myanimelist.net/anime/10905
Ikusa Otome Suvia Special                                                                            - 5.90  - 2010 - 1 episode(s)       - 3 min.                - Fantasy, Hentai                                                        - https://myanimelist.net/anime/9091
Ikusa Otome Valkyrie 2                                                                               - 6.63  - 2008 - 3 episode(s)       - 31 min. per ep.       - Demons, Fantasy, Hentai, Supernatural                                  - https://myanimelist.net/anime/5427
Imouto de Ikou!                                                                                      - 6.36  - 2003 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/1510
Imouto sae Ireba Ii. (ONA) Specials                                                                  - 7.00  - 2018 - 2 episode(s)       - 2 min. per ep.        - Comedy                                                                 - https://myanimelist.net/anime/37047
Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.                                               - 6.94  - 2014 - 1 episode(s)       - 23 min.               - Comedy, Romance, Seinen, Supernatural                                  - https://myanimelist.net/anime/22057
Inda no Himekishi Janne                                                                              - 6.46  - 2006 - 2 episode(s)       - 30 min. per ep.       - Fantasy, Hentai, Horror                                                - https://myanimelist.net/anime/4004
Injuu Gakuen EX                                                                                      - 6.26  - 1996 - 4 episode(s)       - 30 min. per ep.       - Demons, Hentai                                                         - https://myanimelist.net/anime/1274
Injuu Gakuen La Blue Girl                                                                            - 6.29  - 1992 - 6 episode(s)       - 45 min. per ep.       - Hentai, Demons                                                         - https://myanimelist.net/anime/1272
Injuu Nerawareta Hanayome                                                                            - 5.53  - 1999 - 2 episode(s)       - 25 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/1784
Inu x Boku SS Special                                                                                - 7.74  - 2012 - 1 episode(s)       - 24 min.               - Comedy, Supernatural, Shounen                                          - https://myanimelist.net/anime/13403
Islay                                                                                                - N/A   - 2016 - 1 episode(s)       - 4 min.                - Music                                                                  - https://myanimelist.net/anime/37135
Issho ni Ecchi                                                                                       - 5.95  - 2010 - 1 episode(s)       - 31 min.               - Hentai                                                                 - https://myanimelist.net/anime/7611
Isuca: Gokuraku                                                                                      - 6.37  - 2015 - 1 episode(s)       - 25 min.               - Comedy, Ecchi, Romance, Seinen, Supernatural                           - https://myanimelist.net/anime/28713
Itoshi no Kotodama                                                                                   - 5.76  - 2002 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/5590
JK to Ero Konbini Tenchou                                                                            - 6.81  - 2016 - Unknown episode(s) - 18 min.               - Hentai                                                                 - https://myanimelist.net/anime/32864
JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen                                      - 6.51  - 2013 - 2 episode(s)       - 29 min. per ep.       - Hentai, Demons, Supernatural                                           - https://myanimelist.net/anime/18653
Jarujio Animal                                                                                       - 6.50  - 2010 - 10 episode(s)      - 4 min. per ep.        - Adventure, Comedy, Parody                                              - https://myanimelist.net/anime/24041
Jian Wangchao                                                                                        - 6.48  - 2017 - 12 episode(s)      - 15 min. per ep.       - Action, Historical                                                     - https://myanimelist.net/anime/36996
Jumbagi: Hanbandoui gongryong 3D                                                                     - N/A   - 2012 - 1 episode(s)       - 1 hr. 28 min.         - Adventure, Drama, Historical                                           - https://myanimelist.net/anime/35674
Jungle de Ikou!                                                                                      - 5.58  - 1997 - 3 episode(s)       - 30 min. per ep.       - Action, Ecchi, Adventure, Magic, Comedy                                - https://myanimelist.net/anime/2524
Kabi Usagi                                                                                           - 6.50  - 2016 - Unknown episode(s) - 40 sec.               - Comedy                                                                 - https://myanimelist.net/anime/33867
Kachou no Koi                                                                                        - 6.36  - 2010 - 1 episode(s)       - 30 min.               - Comedy, Romance, Yaoi                                                  - https://myanimelist.net/anime/8339
Kaette Kita Court no Naka no Tenshi-tachi                                                            - 5.92  - 2001 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/1513
Kage (OVA)                                                                                           - 6.43  - 2004 - 4 episode(s)       - 29 min. per ep.       - Action, Martial Arts, Hentai, Historical                               - https://myanimelist.net/anime/2138
Kairaku Satsujin Chousakan Kouji                                                                     - 5.84  - 1999 - 3 episode(s)       - 30 min. per ep.       - Hentai                                                                 - https://myanimelist.net/anime/3982
Kaitei Choutokkyuu: Marine Express                                                                   - 6.20  - 1979 - 1 episode(s)       - 1 hr. 31 min.         - Action, Adventure, Comedy, Sci-Fi, Drama                               - https://myanimelist.net/anime/3175
Kaitouranma The Animation                                                                            - 6.10  - 1999 - 2 episode(s)       - 30 min. per ep.       - Action, Adventure, Martial Arts, Samurai                               - https://myanimelist.net/anime/2483
KanColle Movie                                                                                       - 7.65  - 2016 - 1 episode(s)       - 1 hr. 33 min.         - Action, Military, Sci-Fi, Drama                                        - https://myanimelist.net/anime/31418
Kana Kana Kazoku                                                                                     - 4.93  - 2014 - Unknown episode(s) - 2 min.                - Comedy                                                                 - https://myanimelist.net/anime/24977
Kanojo ga Nekomimi ni Kigaetara                                                                      - 6.58  - 2015 - 1 episode(s)       - 24 min.               - Hentai                                                                 - https://myanimelist.net/anime/30460
