Title                                                                                               - Score - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
Inbaku Gakuen                                                                                       - 6.40  - 3 episode(s)       - 30 min. per ep.       - Hentai, School                                                                                                                                                 - https://myanimelist.net/anime/2943
Inishie no Megami to Houseki no Ite                                                                 - 5.88  - 2 episode(s)       - 58 sec. per ep.       - Action                                                                                                                                                         - https://myanimelist.net/anime/30080
Injuu Daikessen                                                                                     - 5.31  - 1 episode(s)       - 43 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3950
Injuu Gakuen EX                                                                                     - 6.27  - 4 episode(s)       - 30 min. per ep.       - Demons, Hentai                                                                                                                                                 - https://myanimelist.net/anime/1274
Injuu Kateikyoushi                                                                                  - 5.55  - 1 episode(s)       - 45 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/4821
Injuu Kyoushi                                                                                       - 5.72  - 4 episode(s)       - 42 min. per ep.       - Demons, Hentai, Horror                                                                                                                                         - https://myanimelist.net/anime/3908
Injuu Nerawareta Hanayome                                                                           - 5.54  - 2 episode(s)       - 25 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/1784
Injuu Nerawareta Idol                                                                               - 4.87  - 1 episode(s)       - 45 min.               - Demons, Hentai                                                                                                                                                 - https://myanimelist.net/anime/3584
Injuu Onna Kyoushi                                                                                  - 5.57  - 3 episode(s)       - 45 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5649
Injuu Seisen XX                                                                                     - 5.49  - 4 episode(s)       - 27 min. per ep.       - Action, Hentai, Supernatural                                                                                                                                   - https://myanimelist.net/anime/12061
Injuu vs. Onna Spy                                                                                  - 5.60  - 1 episode(s)       - 43 min.               - Hentai, Horror                                                                                                                                                 - https://myanimelist.net/anime/3428
Inma Daitoshi: Beast City                                                                           - 5.82  - 3 episode(s)       - 26 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/1595
Inma Youjo                                                                                          - 6.15  - 5 episode(s)       - 45 min. per ep.       - Fantasy, Hentai, Supernatural, Horror                                                                                                                          - https://myanimelist.net/anime/4084
Inochi Kagayaku Akari                                                                               - 5.00  - 1 episode(s)       - 48 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/26241
Inochi no Chikyuu: Dioxin no Natsu                                                                  - 6.66  - 1 episode(s)       - 1 hr. 23 min.         - Drama                                                                                                                                                          - https://myanimelist.net/anime/9495
Inori no Te                                                                                         - 7.67  - 1 episode(s)       - 18 min.               - Kids, Historical, Drama                                                                                                                                        - https://myanimelist.net/anime/26297
Insomniac                                                                                           - 5.29  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/29955
Introspection                                                                                       - 5.25  - 1 episode(s)       - 1 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/29709
Inuyama Kamiko no Kireigoto ja Owaranai!                                                            - 4.68  - 2 episode(s)       - 3 min. per ep.        - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/25109
Ippatsu Kanta-kun                                                                                   - 6.16  - 53 episode(s)      - 24 min. per ep.       - Action, Kids, Adventure, Sports, Comedy                                                                                                                        - https://myanimelist.net/anime/5287
Ippatsu Kiki Musume                                                                                 - 6.39  - 16 episode(s)      - 3 min. per ep.        - Action, Comedy, Ecchi                                                                                                                                          - https://myanimelist.net/anime/1057
Ippon Bouchou Mantarou                                                                              - 6.33  - 2 episode(s)       - 30 min. per ep.       - Action, Seinen                                                                                                                                                 - https://myanimelist.net/anime/6384
Iron Kid                                                                                            - 7.02  - 26 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Sci-Fi                                                                                                                              - https://myanimelist.net/anime/20945
Iron Virgin Jun                                                                                     - 4.67  - 1 episode(s)       - 46 min.               - Action, Fantasy, Martial Arts, Comedy, Super Power                                                                                                             - https://myanimelist.net/anime/1641
Iruka to Shounen                                                                                    - 4.86  - 13 episode(s)      - 15 min. per ep.       - Adventure, Kids                                                                                                                                                - https://myanimelist.net/anime/11421
Ishii Hisaichi no Dai Seikai                                                                        - 4.90  - 1 episode(s)       - 43 min.               - Parody, Comedy                                                                                                                                                 - https://myanimelist.net/anime/19583
Ishindenshin Shiyou                                                                                 - 5.07  - 1 episode(s)       - 2 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/30405
Isourou Tengoku                                                                                     - 5.84  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/4824
Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko                                              - 4.90  - 1 episode(s)       - 35 min.               - Ecchi, Sports                                                                                                                                                  - https://myanimelist.net/anime/9744
It Girl                                                                                             - 5.65  - 1 episode(s)       - 5 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/27793
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday                                           - 7.00  - 1 episode(s)       - 3 min.                - Comedy, Sci-Fi                                                                                                                                                 - https://myanimelist.net/anime/6566
Itoshi no Betty Mamonogatari                                                                        - 5.23  - 1 episode(s)       - 55 min.               - Fantasy, Romance, Seinen                                                                                                                                       - https://myanimelist.net/anime/9496
Itoshi no Kotodama                                                                                  - 5.78  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5590
JU Chuuko Jidousha Hanbaishi x Peeping Life                                                         - 3.48  - 2 episode(s)       - 5 min. per ep.        - Slice of Life, Comedy                                                                                                                                          - https://myanimelist.net/anime/29752
JaJa Uma! Quartet                                                                                   - 5.18  - 2 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Fantasy, Magic, Shounen                                                                                                                     - https://myanimelist.net/anime/1855
Jack to Mame no Ki (OVA)                                                                            - 5.96  - 1 episode(s)       - 13 min.               - Adventure, Kids, Fantasy                                                                                                                                       - https://myanimelist.net/anime/9045
Jagainu-kun                                                                                         - 6.62  - 26 episode(s)      - 3 min. per ep.        - Adventure, Fantasy, Kids, Shoujo, Slice of Life                                                                                                                - https://myanimelist.net/anime/1839
Jakusansei Million Arthur: Forever Kakusansei Million Arthur                                        - 4.89  - 1 episode(s)       - 2 min.                - Comedy, Parody, Ecchi, Fantasy                                                                                                                                 - https://myanimelist.net/anime/35433
Jam                                                                                                 - 4.84  - 1 episode(s)       - 2 min.                - Music, Dementia, Fantasy                                                                                                                                       - https://myanimelist.net/anime/19231
Jankenman: Kaijuu Dai Kessen                                                                        - 6.07  - 1 episode(s)       - 42 min.               - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/10247
Japonese                                                                                            - 7.00  - 1 episode(s)       - 4 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/32252
Je T'aime                                                                                           - 6.71  - 1 episode(s)       - 11 min.               - Sci-Fi                                                                                                                                                         - https://myanimelist.net/anime/9001
Jean Valjean Monogatari                                                                             - 6.41  - 1 episode(s)       - 1 hr. 9 min.          - Drama                                                                                                                                                          - https://myanimelist.net/anime/5900
Jibun no Mune ni te wo Atete                                                                        - 5.61  - 1 episode(s)       - 15 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/30764
Jidou Bungaku Library                                                                               - 7.67  - 6 episode(s)       - 17 min. per ep.       - Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural                                                                                - https://myanimelist.net/anime/30970
Jigazou                                                                                             - 4.85  - 1 episode(s)       - 12 sec.               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/4966
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen                                                       - 5.68  - 1 episode(s)       - 42 min.               - Action, Adventure, Historical, Sci-Fi, Shounen                                                                                                                 - https://myanimelist.net/anime/1759
Jigoku Koushien                                                                                     - 4.64  - 1 episode(s)       - 40 min.               - Sports, Comedy, Horror, Shounen                                                                                                                                - https://myanimelist.net/anime/28489
Jigoku Sensei Nube (Movie)                                                                          - 6.78  - 1 episode(s)       - 48 min.               - Adventure, Comedy, Horror, School, Shounen, Supernatural                                                                                                       - https://myanimelist.net/anime/8208
Jigoku Sensei Nube OVA                                                                              - 7.36  - 3 episode(s)       - 30 min. per ep.       - Action, Supernatural, Comedy, School, Demons, Horror, Shounen                                                                                                  - https://myanimelist.net/anime/2745
Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu                               - 6.86  - 1 episode(s)       - 38 min.               - Action, Supernatural, School, Horror, Shounen                                                                                                                  - https://myanimelist.net/anime/5296
Jigoku Youchien                                                                                     - 4.61  - 12 episode(s)      - 2 min. per ep.        - Demons, Kids, School                                                                                                                                           - https://myanimelist.net/anime/16692
Jigoku no Soubee                                                                                    - 6.50  - 1 episode(s)       - 16 min.               - Comedy, Demons, Drama, Kids                                                                                                                                    - https://myanimelist.net/anime/26331
Jii Tousaku                                                                                         - 5.75  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5403
Jikuu Bouken Nuumamonjaa                                                                            - 5.34  - 1 episode(s)       - 16 min.               - Action, Comedy, Fantasy                                                                                                                                        - https://myanimelist.net/anime/1751
Jikuu Ihoujin Kyoko: Chocola ni Omakase!                                                            - 5.55  - 1 episode(s)       - 11 min.               - Fantasy, Comedy                                                                                                                                                - https://myanimelist.net/anime/1613
Jin Ken Mamoru-kun to Ayumi-chan Sekai wo Shiawase ni                                               - 5.38  - 1 episode(s)       - 15 min.               - Fantasy, Kids                                                                                                                                                  - https://myanimelist.net/anime/30761
Jin Sheng Yuan                                                                                      - 6.22  - 1 episode(s)       - 5 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/10132
Jingi                                                                                               - 6.04  - 2 episode(s)       - 50 min. per ep.       - Adventure, Police, Drama                                                                                                                                       - https://myanimelist.net/anime/10741
Jinshin Yuugi                                                                                       - 5.87  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/828
Jinzou Ningen Kikaider The Animation                                                                - 7.08  - 13 episode(s)      - 23 min. per ep.       - Action, Drama, Mecha, Sci-Fi, Shounen                                                                                                                          - https://myanimelist.net/anime/598
Jiok                                                                                                - 6.14  - 1 episode(s)       - 34 min.               - Horror, Drama, Fantasy                                                                                                                                         - https://myanimelist.net/anime/33144
Jiu Se Lu                                                                                           - 6.17  - 1 episode(s)       - 24 min.               - Supernatural                                                                                                                                                   - https://myanimelist.net/anime/9951
Joki Joki Tailor                                                                                    - 5.16  - 1 episode(s)       - 3 min.                - Music, Kids                                                                                                                                                    - https://myanimelist.net/anime/30157
Joou-sama wa M Dorei                                                                                - 5.46  - 1 episode(s)       - 28 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3066
Joseito                                                                                             - 5.67  - 1 episode(s)       - 24 min.               - Drama, School, Slice of Life                                                                                                                                   - https://myanimelist.net/anime/6266
Joshidai: Ecchi Soudanshitsu                                                                        - 3.52  - 1 episode(s)       - 21 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/4310
Joukyou Monogatari                                                                                  - 5.81  - 1 episode(s)       - 13 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/30392
Jubilee                                                                                             - 5.26  - 1 episode(s)       - 5 min.                - Dementia, Music                                                                                                                                                - https://myanimelist.net/anime/11579
Judo Sanka                                                                                          - 6.71  - 27 episode(s)      - 21 min. per ep.       - Sports, Shounen                                                                                                                                                - https://myanimelist.net/anime/11857
Jumbagi: Hanbandoui gongryong 3D                                                                    - N/A   - 1 episode(s)       - 1 hr. 28 min.         - Adventure, Drama, Historical                                                                                                                                   - https://myanimelist.net/anime/35674
Jungle Book Shounen Mowgli                                                                          - 6.98  - 52 episode(s)      - 30 min. per ep.       - Adventure, Drama                                                                                                                                               - https://myanimelist.net/anime/2569
Junk Story: Tetsukuzu Monogatari                                                                    - 5.18  - 1 episode(s)       - 28 min.               - Action, Sci-Fi, Hentai                                                                                                                                         - https://myanimelist.net/anime/4575
Junkers Come Here: Memories of You                                                                  - 5.65  - 1 episode(s)       - 29 min.               - Drama, Slice of Life                                                                                                                                           - https://myanimelist.net/anime/19627
Juugo Shounen Hyouryuuki: Kaizokujima de! Daibouken                                                 - 5.78  - 1 episode(s)       - 2 hr.                 - Adventure, Fantasy, Kids, Sci-Fi                                                                                                                               - https://myanimelist.net/anime/21021
Juujika You and I                                                                                   - 5.36  - 1 episode(s)       - 3 min.                - Mecha, Music, Sci-Fi                                                                                                                                           - https://myanimelist.net/anime/19481
Juupiki no Kaeru                                                                                    - 6.40  - 2 episode(s)       - 20 min. per ep.       - Kids                                                                                                                                                           - https://myanimelist.net/anime/27845
Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi                                     - 5.60  - 1 episode(s)       - 27 min.               - Drama, Historical, Kids                                                                                                                                        - https://myanimelist.net/anime/31016
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors                                            - 5.79  - 1 episode(s)       - 56 min.               - Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space                                                                                                        - https://myanimelist.net/anime/2600
Juusenshi Gulkeeva                                                                                  - 6.47  - 26 episode(s)      - 23 min. per ep.       - Action, Fantasy, Mecha, Super Power                                                                                                                            - https://myanimelist.net/anime/3099
Juushin Liger                                                                                       - 6.69  - 43 episode(s)      - 25 min. per ep.       - Action, Mecha, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/4119
Juusou Kikou Dancougar Nova                                                                         - 6.05  - 12 episode(s)      - 25 min. per ep.       - Mecha                                                                                                                                                          - https://myanimelist.net/anime/1991
Kaba no Potomasu                                                                                    - 5.67  - 1 episode(s)       - 25 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/9606
Kabatotto                                                                                           - 6.41  - 300 episode(s)     - 5 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/3683
Kagaku Kyuujo-tai TechnoVoyager                                                                     - 6.40  - 18 episode(s)      - 25 min. per ep.       - Action, Adventure, Mecha, Sci-Fi, Space                                                                                                                        - https://myanimelist.net/anime/3969
Kagaku Ninja-tai Gatchaman (Movie)                                                                  - 6.31  - 1 episode(s)       - 1 hr. 50 min.         - Action, Adventure, Sci-Fi, Shounen                                                                                                                             - https://myanimelist.net/anime/3153
Kagaku Ninja-tai Gatchaman F                                                                        - 6.62  - 48 episode(s)      - 24 min. per ep.       - Action, Adventure, Sci-Fi, Shounen                                                                                                                             - https://myanimelist.net/anime/6375
Kagaku Ninja-tai Gatchaman II                                                                       - 6.58  - 52 episode(s)      - 23 min. per ep.       - Action, Adventure, Sci-Fi, Shounen                                                                                                                             - https://myanimelist.net/anime/6374
Kagami no Genon                                                                                     - 6.04  - 1 episode(s)       - 6 min.                - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/4091
Kagee Grimm Douwa                                                                                   - 6.45  - 52 episode(s)      - 15 min. per ep.       - Kids, Adventure, Fantasy, Magic, Romance, Supernatural, Demons, Historical, Drama                                                                              - https://myanimelist.net/anime/10236
Kagee Mukashibanashi                                                                                - 6.30  - 65 episode(s)      - 15 min. per ep.       - Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural                                                                     - https://myanimelist.net/anime/29527
Kaguya-hime                                                                                         - 7.07  - 1 episode(s)       - 26 min.               - Kids, Historical                                                                                                                                               - https://myanimelist.net/anime/29927
Kaibutsu-kun: Kaibutsu Land e no Shoutai                                                            - 5.96  - 1 episode(s)       - 1 hr. 15 min.         - Comedy, Horror, Kids, Shounen                                                                                                                                  - https://myanimelist.net/anime/22977
Kaibutsu-kun                                                                                        - 6.78  - 49 episode(s)      - 25 min. per ep.       - Comedy, Horror                                                                                                                                                 - https://myanimelist.net/anime/3129
Kaiketsu Zorori (TV)                                                                                - 7.18  - 52 episode(s)      - 24 min. per ep.       - Adventure, Comedy                                                                                                                                              - https://myanimelist.net/anime/3638
Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi                                 - 6.15  - 1 episode(s)       - 53 min.               - Adventure, Comedy                                                                                                                                              - https://myanimelist.net/anime/6965
Kairaku Satsujin Chousakan Kouji                                                                    - 5.86  - 3 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3982
Kairaku no Sono                                                                                     - 4.52  - 1 episode(s)       - 2 min.                - Dementia, Music                                                                                                                                                - https://myanimelist.net/anime/29952
Kaitei Choutokkyuu: Marine Express                                                                  - 6.21  - 1 episode(s)       - 1 hr. 31 min.         - Action, Adventure, Comedy, Sci-Fi, Drama                                                                                                                       - https://myanimelist.net/anime/3175
Kaitei Sanman Mile                                                                                  - 6.13  - 1 episode(s)       - 1 hr.                 - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/9172
Kaitouranma The Animation                                                                           - 6.10  - 2 episode(s)       - 30 min. per ep.       - Action, Adventure, Martial Arts, Samurai                                                                                                                       - https://myanimelist.net/anime/2483
Kakusensou                                                                                          - 6.67  - 1 episode(s)       - 15 min.               - Drama, Historical, Kids                                                                                                                                        - https://myanimelist.net/anime/31015
Kaleido Star: Good da yo! Goood!!                                                                   - 6.96  - 1 episode(s)       - 26 min.               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/1501
Kamaishi no "Kiseki": Inochi wo Mamoru Tokubetsu Jugyou                                             - 4.79  - 1 episode(s)       - 5 min.                - Drama                                                                                                                                                          - https://myanimelist.net/anime/30245
Kamakura                                                                                            - 5.37  - 1 episode(s)       - 5 min.                -                                                                                                                                                                - https://myanimelist.net/anime/28987
Kamen Rider Den-O: Imagin Anime 2                                                                   - 6.82  - 12 episode(s)      - 4 min. per ep.        - Action, Adventure, Comedy, Kids, Super Power                                                                                                                   - https://myanimelist.net/anime/6297
Kamen Rider Den-O: Imagin Anime 3                                                                   - 6.52  - 12 episode(s)      - 5 min. per ep.        - Action, Adventure, Comedy, Kids, Super Power                                                                                                                   - https://myanimelist.net/anime/10202
Kamen Rider Den-O: Imagin Anime                                                                     - 6.73  - 10 episode(s)      - 5 min. per ep.        - Action, Adventure, Comedy, Kids, Super Power                                                                                                                   - https://myanimelist.net/anime/3923
Kamen Rider Fourze x Crayon Shin-chan                                                               - 6.14  - 4 episode(s)       - 30 sec. per ep.       - Action, Comedy, Seinen                                                                                                                                         - https://myanimelist.net/anime/14095
Kami nomi zo Shiru Sekai: 4-nin to Idol                                                             - 7.40  - 1 episode(s)       - 24 min.               - Comedy, Music, Shounen, Supernatural                                                                                                                           - https://myanimelist.net/anime/10805
Kami nomi zo Shiru Sekai: Flag 0                                                                    - 6.97  - 1 episode(s)       - 1 min.                - Comedy, Shounen, Supernatural                                                                                                                                  - https://myanimelist.net/anime/9675
Kami nomi zo Shiru Sekai: Natsu-iro Surprise                                                        - 6.62  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/11583
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film                                   - 4.30  - 1 episode(s)       - 2 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/30442
Kana Kana Kazoku: Stop Rubella                                                                      - 4.30  - 1 episode(s)       - 30 sec.               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/30444
Kanbee-kun ga Yuku                                                                                  - 4.94  - 3 episode(s)       - 3 min. per ep.        - Comedy, Historical, Kids                                                                                                                                       - https://myanimelist.net/anime/21913
Kaneko Misuzu: Yasashisa no Fuukei                                                                  - 6.00  - 1 episode(s)       - 17 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/26333
Kankara Sanshin                                                                                     - 7.90  - 1 episode(s)       - 1 hr. 18 min.         - Drama, Historical                                                                                                                                              - https://myanimelist.net/anime/17217
Kankou Taisen Saitama: Sakuya no Tatakai                                                            - 4.54  - 4 episode(s)       - 7 min. per ep.        -                                                                                                                                                                - https://myanimelist.net/anime/30435
Kanojo ga Flag wo Oraretara OVA                                                                     - 6.80  - 1 episode(s)       - 23 min.               - Comedy, Harem, Romance, School                                                                                                                                 - https://myanimelist.net/anime/24451
Kanokon Specials                                                                                    - 6.54  - 12 episode(s)      - 2 min. per ep.        - Ecchi                                                                                                                                                          - https://myanimelist.net/anime/4760
Kanokon: Manatsu no Dai Shanikusai Specials                                                         - 6.64  - 2 episode(s)       - 3 min. per ep.        - Ecchi                                                                                                                                                          - https://myanimelist.net/anime/7875
Kanokon: Manatsu no Dai Shanikusai                                                                  - 6.69  - 2 episode(s)       - 25 min. per ep.       - Ecchi, Romance, Slice of Life                                                                                                                                  - https://myanimelist.net/anime/6791
Kanzen Shouri Daiteiou                                                                              - 5.06  - 1 episode(s)       - 7 min.                - Action, Adventure, Kids, Mecha, Sci-Fi                                                                                                                         - https://myanimelist.net/anime/9221
Kappamaki                                                                                           - 4.78  - 130 episode(s)     - 3 min. per ep.        - Comedy, Slice of Life                                                                                                                                          - https://myanimelist.net/anime/20123
Kappo                                                                                               - 4.54  - 1 episode(s)       - 4 min.                -                                                                                                                                                                - https://myanimelist.net/anime/28647
Kara no Kyoukai: Manner Movies                                                                      - 6.46  - 7 episode(s)       - 1 min. per ep.        - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/23697
Kara no Naka no Kotori                                                                              - 5.59  - 5 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/2443
Karakara-sama no Himitsu                                                                            - 5.60  - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5575
Karakuri no Kimi                                                                                    - 6.65  - 1 episode(s)       - 39 min.               - Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural                                                                      - https://myanimelist.net/anime/1658
