Title                                                                                                - Score - Num Eps            - Duration              - Genre(s)                                                                                                 - Link
Mameneko                                                                                             - 5.21  - Unknown episode(s) - 3 min.                - Slice of Life                                                                                            - https://myanimelist.net/anime/36728
Mamotte Shugogetten!                                                                                 - 6.78  - 22 episode(s)      - 24 min. per ep.       - Comedy, Fantasy, Magic, Romance, Shounen                                                                 - https://myanimelist.net/anime/626
Mamotte! Lollipop                                                                                    - 6.94  - 13 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Magic, Romance, Shoujo                                                                - https://myanimelist.net/anime/1509
Mangirl!                                                                                             - 6.00  - 13 episode(s)      - 3 min. per ep.        - Comedy, Slice of Life                                                                                    - https://myanimelist.net/anime/14045
Manyuu Hikenchou Specials                                                                            - 6.23  - 4 episode(s)       - 3 min. per ep.        - Action, Ecchi, Seinen, Yuri                                                                              - https://myanimelist.net/anime/10845
Manyuu Hikenchou Specials                                                                            - N/A   - 8 episode(s)       - 3 min. per ep.        - Action, Comedy, Drama, Ecchi, Fantasy, Historical, Magic                                                 - https://myanimelist.net/anime/35637
Manyuu Hikenchou                                                                                     - 6.31  - 12 episode(s)      - 24 min. per ep.       - Action, Comedy, Ecchi, Samurai                                                                           - https://myanimelist.net/anime/10465
Maou Dante                                                                                           - 6.26  - 13 episode(s)      - 24 min. per ep.       - Action, Demons, Horror, Shounen, Supernatural                                                            - https://myanimelist.net/anime/1628
Maps                                                                                                 - 5.90  - 4 episode(s)       - 28 min. per ep.       - Action, Sci-Fi, Adventure, Space, Comedy, Shounen                                                        - https://myanimelist.net/anime/1620
Maria†Holic Alive Special                                                                            - 6.85  - 1 episode(s)       - 2 min.                - Comedy, Parody, Romance, School                                                                          - https://myanimelist.net/anime/10945
Maria†Holic Alive                                                                                    - 7.04  - 12 episode(s)      - 23 min. per ep.       - Comedy, Parody, School, Shoujo Ai                                                                        - https://myanimelist.net/anime/9712
Maria†Holic                                                                                          - 7.14  - 12 episode(s)      - 24 min. per ep.       - Comedy, Parody, School, Shoujo Ai                                                                        - https://myanimelist.net/anime/5030
Marmalade Boy                                                                                        - 7.63  - 76 episode(s)      - 24 min. per ep.       - Comedy, Drama, Romance, Shoujo                                                                           - https://myanimelist.net/anime/334
Marude Dameo                                                                                         - 6.17  - 47 episode(s)      - 25 min. per ep.       - Comedy, Sci-Fi, Shounen                                                                                  - https://myanimelist.net/anime/19873
Masamune-kun no Revenge                                                                              - 7.05  - 12 episode(s)      - 24 min. per ep.       - Harem, Comedy, Romance, School, Shounen                                                                  - https://myanimelist.net/anime/33487
Massugu ni Ikou.                                                                                     - 6.66  - 4 episode(s)       - 21 min. per ep.       - Comedy, Josei, Romance, Slice of Life                                                                    - https://myanimelist.net/anime/1617
Master Keaton OVA                                                                                    - 7.88  - 15 episode(s)      - 24 min. per ep.       - Adventure, Mystery                                                                                       - https://myanimelist.net/anime/1910
Master Keaton                                                                                        - 7.70  - 24 episode(s)      - 23 min. per ep.       - Adventure, Mystery                                                                                       - https://myanimelist.net/anime/1483
Master Mosquiton '99                                                                                 - 6.68  - 26 episode(s)      - 23 min. per ep.       - Action, Adventure, Comedy, Supernatural, Vampire                                                         - https://myanimelist.net/anime/1806
Master Mosquiton                                                                                     - 6.83  - 6 episode(s)       - 27 min. per ep.       - Action, Adventure, Comedy, Demons, Supernatural, Vampire                                                 - https://myanimelist.net/anime/1805
Masuda Kousuke Gekijou Gag Manga Biyori +                                                            - 7.31  - 12 episode(s)      - 5 min. per ep.        - Comedy                                                                                                   - https://myanimelist.net/anime/7761
Masuda Kousuke Gekijou Gag Manga Biyori 2                                                            - 7.45  - 12 episode(s)      - 5 min. per ep.        - Comedy                                                                                                   - https://myanimelist.net/anime/2518
Masuda Kousuke Gekijou Gag Manga Biyori 3                                                            - 7.26  - 12 episode(s)      - 5 min. per ep.        - Comedy                                                                                                   - https://myanimelist.net/anime/4056
Masuda Kousuke Gekijou Gag Manga Biyori                                                              - 7.34  - 12 episode(s)      - 5 min. per ep.        - Comedy, Parody                                                                                           - https://myanimelist.net/anime/1196
Matantei Loki Ragnarok                                                                               - 7.40  - 26 episode(s)      - 24 min. per ep.       - Comedy, Magic, Mystery, Shounen, Supernatural                                                            - https://myanimelist.net/anime/335
Match Shoujo                                                                                         - 5.67  - 1 episode(s)       - 1 min.                -                                                                                                          - https://myanimelist.net/anime/32695
Matsumotokiyoshi x Osomatsu-san                                                                      - 6.91  - Unknown episode(s) - 42 sec.               - Comedy                                                                                                   - https://myanimelist.net/anime/36664
Mayoiga no Oneesan The Animation                                                                     - 7.05  - 1 episode(s)       - 16 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/35727
Maze☆Bakunetsu Jikuu (TV)                                                                            - 6.76  - 25 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Fantasy, Mecha, Shounen                                                               - https://myanimelist.net/anime/1161
Maze☆Bakunetsu Jikuu: Hot Springs                                                                    - 6.40  - 1 episode(s)       - 22 min.               - Action, Comedy, Ecchi, Fantasy                                                                           - https://myanimelist.net/anime/3884
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant                                                          - 6.19  - 1 episode(s)       - 42 min.               - Adventure, Comedy, Fantasy, Mecha, Shounen                                                               - https://myanimelist.net/anime/8442
Maze☆Bakunetsu Jikuu                                                                                 - 6.22  - 2 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Fantasy, Mecha, Shounen                                                               - https://myanimelist.net/anime/1162
Mazinger Z Movie: Infinity                                                                           - 6.74  - 1 episode(s)       - 1 hr. 35 min.         - Action, Sci-Fi, Comedy, Super Power, Mecha, Shounen                                                      - https://myanimelist.net/anime/34820
Mazinger Z                                                                                           - 7.43  - 92 episode(s)      - 25 min. per ep.       - Action, Sci-Fi, Drama, Mecha, Shounen                                                                    - https://myanimelist.net/anime/2253
Mazinkaiser: Shitou! Ankoku Dai Shogun                                                               - 7.31  - 1 episode(s)       - 56 min.               - Action, Mecha                                                                                            - https://myanimelist.net/anime/2734
Mazinkaiser                                                                                          - 7.43  - 7 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Mecha, Sci-Fi, Shounen                                                                - https://myanimelist.net/anime/1064
Me gumi no Daigo: Kajiba no Baka Yarou                                                               - 6.48  - 1 episode(s)       - 45 min.               - Drama                                                                                                    - https://myanimelist.net/anime/3147
Mechiku                                                                                              - 5.18  - 1 episode(s)       - 30 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/3542
Medaka Box                                                                                           - 7.18  - 12 episode(s)      - 24 min. per ep.       - Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power                                        - https://myanimelist.net/anime/11761
Medamayaki no Kimi Itsu Tsubusu?                                                                     - 5.98  - 4 episode(s)       - 18 min. per ep.       - Comedy, Seinen                                                                                           - https://myanimelist.net/anime/24275
Megami Kouhosei                                                                                      - 6.52  - 12 episode(s)      - 24 min. per ep.       - Action, Mecha, Military, Sci-Fi, Space                                                                   - https://myanimelist.net/anime/888
Megami Tantei Vinus File                                                                             - 5.58  - 1 episode(s)       - 30 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/6015
Megane na Kanojo                                                                                     - 6.75  - 4 episode(s)       - 14 min. per ep.       - Comedy, Romance, School, Shounen                                                                         - https://myanimelist.net/anime/9335
Meiou Project Zeorymer                                                                               - 6.32  - 4 episode(s)       - 25 min. per ep.       - Action, Sci-Fi, Psychological, Drama, Mecha                                                              - https://myanimelist.net/anime/1832
Memories                                                                                             - 7.81  - 3 episode(s)       - 37 min. per ep.       - Sci-Fi, Horror, Psychological, Drama                                                                     - https://myanimelist.net/anime/1462
Menkui!                                                                                              - 7.23  - 2 episode(s)       - 28 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/10419
Mermaid Forest OVA                                                                                   - 6.94  - 1 episode(s)       - 55 min.               - Drama, Fantasy, Horror, Mystery                                                                          - https://myanimelist.net/anime/2016
Mermaid Melody Pichi Pichi Pitch Pure                                                                - 7.18  - 39 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Magic, Romance, Shoujo                                                                - https://myanimelist.net/anime/1110
Mermaid Melody Pichi Pichi Pitch                                                                     - 7.11  - 52 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Magic, Romance, Shoujo                                                                - https://myanimelist.net/anime/521
Mermaid's Scar                                                                                       - 7.00  - 1 episode(s)       - 45 min.               - Drama, Fantasy, Horror, Mystery                                                                          - https://myanimelist.net/anime/2017
Metal Fight Beyblade 4D                                                                              - 6.88  - 52 episode(s)      - 24 min. per ep.       - Adventure, Sports                                                                                        - https://myanimelist.net/anime/10370
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze                                - 6.72  - 1 episode(s)       - 1 hr. 16 min.         - Adventure, Comedy, Sports                                                                                - https://myanimelist.net/anime/8245
Metal Fight Beyblade: Baku                                                                           - 6.84  - 51 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Sports                                                                                - https://myanimelist.net/anime/8410
Metal Fight Beyblade                                                                                 - 6.68  - 51 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Sports                                                                                - https://myanimelist.net/anime/5962
Metropolis                                                                                           - 7.60  - 1 episode(s)       - 1 hr. 49 min.         - Adventure, Drama, Police, Romance, Sci-Fi, Shounen                                                       - https://myanimelist.net/anime/522
Miami Guns                                                                                           - 6.61  - 13 episode(s)      - 23 min. per ep.       - Comedy, Ecchi, Police, Shounen                                                                           - https://myanimelist.net/anime/783
Midnight Eye: Gokuu II                                                                               - 6.38  - 1 episode(s)       - 53 min.               - Action, Sci-Fi, Adventure, Mystery, Super Power, Seinen                                                  - https://myanimelist.net/anime/1880
Midnight Eye: Gokuu                                                                                  - 6.52  - 1 episode(s)       - 50 min.               - Action, Sci-Fi, Mystery, Seinen                                                                          - https://myanimelist.net/anime/1879
Midnight Panther                                                                                     - 5.82  - 2 episode(s)       - 30 min. per ep.       - Action, Adventure, Fantasy, Hentai                                                                       - https://myanimelist.net/anime/1763
Midori no Hibi                                                                                       - 7.40  - 13 episode(s)      - 24 min. per ep.       - Comedy, Drama, Romance, Ecchi, Shounen                                                                   - https://myanimelist.net/anime/330
Midori no Makibao Compilation OVA                                                                    - 5.92  - 1 episode(s)       - 38 min.               - Sports, Comedy                                                                                           - https://myanimelist.net/anime/30723
Midori no Makibao                                                                                    - 6.66  - 61 episode(s)      - 24 min. per ep.       - Sports, Comedy                                                                                           - https://myanimelist.net/anime/3550
Midori no Neko                                                                                       - 5.61  - 1 episode(s)       - 24 min.               - Mystery                                                                                                  - https://myanimelist.net/anime/11799
Mikan Enikki                                                                                         - 7.33  - 30 episode(s)      - 23 min. per ep.       - Slice of Life, Comedy, Romance, Shoujo                                                                   - https://myanimelist.net/anime/3345
Mimi wo Sumaseba                                                                                     - 8.30  - 1 episode(s)       - 1 hr. 51 min.         - Adventure, Slice of Life, Drama, Romance, Fantasy, Shoujo                                                - https://myanimelist.net/anime/585
Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!                                           - 6.51  - 1 episode(s)       - 23 min.               - Sports, School, Shounen                                                                                  - https://myanimelist.net/anime/34734
Minami Kamakura Koukou Joshi Jitensha-bu                                                             - 6.21  - 12 episode(s)      - 23 min. per ep.       - Sports, School, Shounen                                                                                  - https://myanimelist.net/anime/31422
Minami-ke Betsubara                                                                                  - 7.57  - 1 episode(s)       - 25 min.               - Comedy, Slice of Life                                                                                    - https://myanimelist.net/anime/5713
Minami-ke Okawari                                                                                    - 7.41  - 13 episode(s)      - 24 min. per ep.       - Comedy, School, Slice of Life                                                                            - https://myanimelist.net/anime/3225
Minami-ke                                                                                            - 7.78  - 13 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy, School                                                                            - https://myanimelist.net/anime/2963
Mind Game                                                                                            - 7.85  - 1 episode(s)       - 1 hr. 44 min.         - Adventure, Comedy, Dementia, Psychological, Romance                                                      - https://myanimelist.net/anime/875
Minori Scramble!                                                                                     - 6.31  - 1 episode(s)       - 39 min.               - Comedy                                                                                                   - https://myanimelist.net/anime/9523
Miracle Train: Chuo-sen e Youkoso                                                                    - 6.18  - 1 episode(s)       - 1 min.                - Fantasy, Shoujo                                                                                          - https://myanimelist.net/anime/6327
Miracle☆Girls                                                                                        - 7.24  - 51 episode(s)      - 24 min. per ep.       - Drama, Magic, Shoujo                                                                                     - https://myanimelist.net/anime/2834
Mirai Keisatsu Urashiman                                                                             - 6.83  - 50 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Comedy, Police                                                                           - https://myanimelist.net/anime/2933
Mirai Nikki (TV): Ura Mirai Nikki                                                                    - 6.71  - 10 episode(s)      - 2 min. per ep.        - Action, Comedy, Supernatural                                                                             - https://myanimelist.net/anime/12503
Mirai Nikki (TV)                                                                                     - 7.92  - 26 episode(s)      - 23 min. per ep.       - Action, Psychological, Supernatural, Thriller, Mystery, Shounen                                          - https://myanimelist.net/anime/10620
Mirai Nikki                                                                                          - 7.48  - 1 episode(s)       - 8 min.                - Action, Shounen, Supernatural                                                                            - https://myanimelist.net/anime/8460
Misute♡naide Daisy                                                                                   - 5.73  - 12 episode(s)      - 24 min. per ep.       - Sci-Fi, Comedy, Romance, Shounen                                                                         - https://myanimelist.net/anime/1936
Misuzu: Ikenai Koto                                                                                  - 5.57  - 1 episode(s)       - 14 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/33515
Mitsu x Mitsu Drops                                                                                  - 6.12  - 2 episode(s)       - 27 min. per ep.       - Drama, Romance, School, Shoujo                                                                           - https://myanimelist.net/anime/1838
Mitsuami no Kamisama                                                                                 - 6.87  - 1 episode(s)       - 28 min.               - Slice of Life, Drama, Seinen                                                                             - https://myanimelist.net/anime/32461
Mitsuboshi Colors                                                                                    - 7.21  - 12 episode(s)      - 23 min. per ep.       - Slice of Life, Comedy                                                                                    - https://myanimelist.net/anime/35078
Mitsudomoe                                                                                           - 7.70  - 13 episode(s)      - 24 min. per ep.       - Comedy, School, Slice of Life                                                                            - https://myanimelist.net/anime/7627
Miyakawa-ke no Kuufuku                                                                               - 6.57  - 10 episode(s)      - 5 min. per ep.        - Slice of Life                                                                                            - https://myanimelist.net/anime/17637
Miyazaki Maya Daizukan                                                                               - 5.93  - 2 episode(s)       - 17 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/9599
Miyori no Mori                                                                                       - 7.03  - 1 episode(s)       - 1 hr. 47 min.         - Slice of Life, Fantasy, Drama                                                                            - https://myanimelist.net/anime/2751
Miyuki                                                                                               - 6.88  - 37 episode(s)      - 25 min. per ep.       - Romance, School                                                                                          - https://myanimelist.net/anime/2231
Mizugi Kanojo: The Animation                                                                         - 7.42  - 4 episode(s)       - 30 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/5959
Mizuiro Jidai                                                                                        - 7.01  - 47 episode(s)      - 25 min. per ep.       - Slice of Life, Shoujo                                                                                    - https://myanimelist.net/anime/1040
Mobile Suit Gundam Thunderbolt 2nd Season                                                            - 7.43  - 4 episode(s)       - 21 min. per ep.       - Action, Military, Sci-Fi, Space, Drama, Mecha                                                            - https://myanimelist.net/anime/34391
Mobile Suit Gundam Thunderbolt: Bandit Flower                                                        - 7.21  - 1 episode(s)       - 1 hr. 29 min.         - Action, Military, Sci-Fi, Space, Drama, Mecha                                                            - https://myanimelist.net/anime/35949
Mobile Suit Gundam Thunderbolt: December Sky                                                         - 7.96  - 1 episode(s)       - 1 hr. 9 min.          - Action, Military, Sci-Fi, Space, Drama, Mecha                                                            - https://myanimelist.net/anime/33221
Mobile Suit Gundam Thunderbolt                                                                       - 7.97  - 4 episode(s)       - 18 min. per ep.       - Action, Military, Sci-Fi, Space, Drama, Mecha                                                            - https://myanimelist.net/anime/31973
Mobile Suit Gundam: The Origin                                                                       - 8.40  - 6 episode(s)       - 1 hr. 3 min. per ep.  - Action, Military, Sci-Fi, Space, Mecha, Shounen                                                          - https://myanimelist.net/anime/10937
Moeru! Oniisan (OVA)                                                                                 - 5.80  - 2 episode(s)       - 35 min. per ep.       - Comedy                                                                                                   - https://myanimelist.net/anime/11959
Mokkai Shiyo?                                                                                        - 6.33  - 1 episode(s)       - 17 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/24357
Mokke                                                                                                - 7.15  - 24 episode(s)      - 24 min. per ep.       - Slice of Life, Supernatural, Mystery                                                                     - https://myanimelist.net/anime/2931
Momoiro Bouenkyou Anime Edition                                                                      - 5.76  - 1 episode(s)       - 15 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/34758
Momoiro Milk                                                                                         - 6.38  - 2 episode(s)       - 21 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/30269
Monkey Turn V                                                                                        - 6.64  - 25 episode(s)      - 24 min. per ep.       - Action, Sports, Drama, Shounen                                                                           - https://myanimelist.net/anime/2741
Monkey Turn                                                                                          - 6.43  - 25 episode(s)      - 23 min. per ep.       - Action, Sports, Drama, Shounen                                                                           - https://myanimelist.net/anime/2740
Monster Extra                                                                                        - 6.75  - 1 episode(s)       - 24 min.               - Drama, Horror, Mystery, Seinen                                                                           - https://myanimelist.net/anime/1109
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga                                     - 6.60  - 60 episode(s)      - 25 sec. per ep.       - Slice of Life, Comedy                                                                                    - https://myanimelist.net/anime/31121
Monster Musume no Iru Nichijou                                                                       - 7.32  - 12 episode(s)      - 23 min. per ep.       - Harem, Comedy, Romance, Ecchi, Fantasy, Seinen                                                           - https://myanimelist.net/anime/30307
Monster                                                                                              - 8.69  - 74 episode(s)      - 24 min. per ep.       - Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller                                          - https://myanimelist.net/anime/19
Moonlight Mile 1st Season: Lift Off                                                                  - 7.25  - 12 episode(s)      - 25 min. per ep.       - Adventure, Drama, Sci-Fi, Space                                                                          - https://myanimelist.net/anime/1941
Moonlight Mile 2nd Season: Touch Down                                                                - 7.47  - 14 episode(s)      - 25 min. per ep.       - Adventure, Drama, Sci-Fi, Space                                                                          - https://myanimelist.net/anime/2929
Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!                      - 6.76  - 1 episode(s)       - 22 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/22039
Mouretsu Atarou (1990)                                                                               - 6.90  - 34 episode(s)      - 24 min. per ep.       - Comedy, Kids, Slice of Life                                                                              - https://myanimelist.net/anime/12391
Mouryou Senki Madara                                                                                 - 6.26  - 2 episode(s)       - 1 hr. per ep.         - Adventure, Demons, Supernatural, Shounen                                                                 - https://myanimelist.net/anime/1580
Mouse                                                                                                - 6.14  - 12 episode(s)      - 14 min. per ep.       - Action, Comedy, Ecchi, Harem, Shounen                                                                    - https://myanimelist.net/anime/624
Moyashimon                                                                                           - 7.66  - 11 episode(s)      - 23 min. per ep.       - Comedy, School, Supernatural                                                                             - https://myanimelist.net/anime/3001
Mudazumo Naki Kaikaku: The Legend of Koizumi                                                         - 7.05  - 3 episode(s)       - 8 min. per ep.        - Comedy, Game, Parody, Seinen                                                                             - https://myanimelist.net/anime/6946
Mugen Shinshi: Bouken Katsugeki-hen                                                                  - 5.56  - 1 episode(s)       - 49 min.               - Fantasy, Horror, Mystery                                                                                 - https://myanimelist.net/anime/8162
Murder Princess                                                                                      - 7.11  - 6 episode(s)       - 24 min. per ep.       - Action, Adventure, Fantasy                                                                               - https://myanimelist.net/anime/1696
Musashi no Ken                                                                                       - 7.37  - 72 episode(s)      - 20 min. per ep.       - Shounen, Sports                                                                                          - https://myanimelist.net/anime/4062
Mushibugyou OVA                                                                                      - 7.17  - 3 episode(s)       - 23 min. per ep.       - Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power                                 - https://myanimelist.net/anime/24171
Mushishi Zoku Shou: Suzu no Shizuku                                                                  - 8.71  - 1 episode(s)       - 47 min.               - Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural                             - https://myanimelist.net/anime/28957
Mushishi Zoku Shou                                                                                   - 8.77  - 10 episode(s)      - 24 min. per ep.       - Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen                             - https://myanimelist.net/anime/21939
Mushishi                                                                                             - 8.75  - 26 episode(s)      - 25 min. per ep.       - Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural                             - https://myanimelist.net/anime/457
Muteki Kanban Musume                                                                                 - 7.19  - 12 episode(s)      - 24 min. per ep.       - Action, Comedy, Martial Arts, Parody, Shounen                                                            - https://myanimelist.net/anime/1738
Mutsu Enmei Ryuu Gaiden: Shura no Toki                                                               - 7.66  - 26 episode(s)      - 23 min. per ep.       - Action, Historical, Martial Arts, Samurai, Shounen                                                       - https://myanimelist.net/anime/340
Mutsugo to Ouma no Monogatari                                                                        - 6.51  - 6 episode(s)       - 2 min. per ep.        - Comedy, Parody                                                                                           - https://myanimelist.net/anime/34239
My Life As                                                                                           - 5.16  - 1 episode(s)       - 30 min.               - Comedy, Hentai, Yuri                                                                                     - https://myanimelist.net/anime/5383
Nabari no Ou                                                                                         - 7.41  - 26 episode(s)      - 24 min. per ep.       - Action, Fantasy, Supernatural, Comedy, Drama, Shounen                                                    - https://myanimelist.net/anime/3655
Nagasarete Airantou                                                                                  - 7.39  - 26 episode(s)      - 24 min. per ep.       - Comedy, Ecchi, Fantasy, Harem, Romance                                                                   - https://myanimelist.net/anime/1722
Nagato Yuki-chan no Shoushitsu                                                                       - 6.76  - 16 episode(s)      - 24 min. per ep.       - Comedy, Romance, School, Seinen, Slice of Life                                                           - https://myanimelist.net/anime/26351
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou                                       - 5.84  - 11 episode(s)      - 24 min. per ep.       - Action, Police, Drama, Seinen                                                                            - https://myanimelist.net/anime/1740
Naisho no Tsubomi                                                                                    - 6.68  - 3 episode(s)       - 28 min. per ep.       - Kids, Romance, School, Shoujo, Slice of Life, Supernatural                                               - https://myanimelist.net/anime/3641
Nama Lo Re: Furachimono The Animation                                                                - 6.60  - 1 episode(s)       - 18 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/33514
Namiuchigiwa no Muromi-san                                                                           - 7.03  - 13 episode(s)      - 12 min. per ep.       - Comedy, Fantasy, Slice of Life                                                                           - https://myanimelist.net/anime/16910
Nana Maru San Batsu                                                                                  - 6.84  - 12 episode(s)      - 23 min. per ep.       - Game, School, Seinen                                                                                     - https://myanimelist.net/anime/34580
Nana Recaps                                                                                          - 7.08  - 3 episode(s)       - 23 min. per ep.       - Comedy, Drama, Music, Romance, Shoujo, Slice of Life                                                     - https://myanimelist.net/anime/1869
Nana                                                                                                 - 8.51  - 47 episode(s)      - 23 min. per ep.       - Comedy, Drama, Music, Romance, Shoujo, Slice of Life                                                     - https://myanimelist.net/anime/877
Nanairo Kakumei                                                                                      - 5.93  - 3 episode(s)       - 1 min. per ep.        - Comedy, School, Shoujo                                                                                   - https://myanimelist.net/anime/31738
Nanaka 6/17 Special                                                                                  - 6.75  - 1 episode(s)       - 25 min.               - Comedy, Drama, Romance, Shounen, Slice of Life                                                           - https://myanimelist.net/anime/5865
Nanaka 6/17                                                                                          - 6.71  - 12 episode(s)      - 25 min. per ep.       - Slice of Life, Comedy, Drama, Romance, Shounen                                                           - https://myanimelist.net/anime/776
Nanako SOS                                                                                           - 6.42  - 39 episode(s)      - 23 min. per ep.       - Comedy, Parody, Romance, Super Power                                                                     - https://myanimelist.net/anime/3619
Nanatsu no Taizai: Imashime no Fukkatsu Joshou                                                       - 7.26  - 1 episode(s)       - 24 min.               - Action, Comedy, Magic, Shounen, Super Power                                                              - https://myanimelist.net/anime/36923
Nanatsu no Taizai: Imashime no Fukkatsu                                                              - 8.41  - 24 episode(s)      - 24 min. per ep.       - Action, Supernatural, Fantasy, Shounen                                                                   - https://myanimelist.net/anime/34577
Nanatsu no Taizai: Seisen no Shirushi                                                                - 7.44  - 4 episode(s)       - 24 min. per ep.       - Action, Adventure, Supernatural, Ecchi, Fantasy, Shounen                                                 - https://myanimelist.net/anime/31722
Narutaru: Mukuro Naru Hoshi Tama Taru Ko                                                             - 6.21  - 13 episode(s)      - 24 min. per ep.       - Drama, Seinen, Thriller                                                                                  - https://myanimelist.net/anime/838
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!                                  - 7.17  - 1 episode(s)       - 1 hr. 30 min.         - Adventure, Comedy, Historical, Supernatural, Drama, Shounen                                              - https://myanimelist.net/anime/442
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!                                   - 6.99  - 1 episode(s)       - 1 hr. 37 min.         - Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural                                                 - https://myanimelist.net/anime/936
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!                              - 6.96  - 1 episode(s)       - 1 hr. 34 min.         - Action, Adventure                                                                                        - https://myanimelist.net/anime/2144
Naruto SD: Rock Lee no Seishun Full-Power Ninden                                                     - 7.25  - 51 episode(s)      - 24 min. per ep.       - Action, Comedy, Parody                                                                                   - https://myanimelist.net/anime/12979
Naruto x UT                                                                                          - 7.54  - 1 episode(s)       - 6 min.                - Action, Comedy, Super Power, Martial Arts, Shounen                                                       - https://myanimelist.net/anime/10075
Naruto: Akaki Yotsuba no Clover wo Sagase                                                            - 6.56  - 1 episode(s)       - 17 min.               - Adventure, Comedy, Shounen                                                                               - https://myanimelist.net/anime/761
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!                                             - 7.27  - 1 episode(s)       - 14 min.               - Action, Adventure, Martial Arts, Shounen, Super Power                                                    - https://myanimelist.net/anime/10686
Naruto: Shippuuden Movie 1                                                                           - 7.41  - 1 episode(s)       - 1 hr. 34 min.         - Action, Adventure, Comedy, Fantasy, Shounen                                                              - https://myanimelist.net/anime/2472
