Title                                                                                               - Score - Year    - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
Shounen Sunday CM Gekijou: InuYasha-hen                                                             - 6.15  - 1996    - 2 episode(s)       - 32 sec. per ep.       - Action, Fantasy, Demons                                                                                                                                        - https://myanimelist.net/anime/31133
Shouri Toushu                                                                                       - 7.00  - 1987    - 1 episode(s)       - 1 hr. 12 min.         - Sports                                                                                                                                                         - https://myanimelist.net/anime/19887
Shousei Shikisai Gensou                                                                             - 4.74  - 2014    - 1 episode(s)       - 3 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/29311
Shouta no Sushi: Kokoro ni Hibiku Shari no Aji                                                      - 6.40  - 1999    - 1 episode(s)       - 54 min.               - Shounen                                                                                                                                                        - https://myanimelist.net/anime/27963
Shouwa Monogatari (Movie)                                                                           - 6.47  - 2011    - 1 episode(s)       - 1 hr. 40 min.         - Drama, Historical                                                                                                                                              - https://myanimelist.net/anime/10013
Shownoid Mako-chan                                                                                  - 5.53  - 1998    - 2 episode(s)       - 26 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3648
Shuten Douji                                                                                        - 5.91  - 1989    - 4 episode(s)       - 50 min. per ep.       - Space, Supernatural, Demons, Historical, Horror, Sci-Fi, Shounen                                                                                               - https://myanimelist.net/anime/1227
Shutsugeki! Machine Robo Rescue                                                                     - 6.93  - 2003    - 53 episode(s)      - 23 min. per ep.       - Action, Mecha, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/3098
Shutter Chance                                                                                      - 5.80  - 1999    - 1 episode(s)       - 25 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/30982
Shuukan Shimakou Special                                                                            - 5.07  - 2011    - 1 episode(s)       - 2 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/11611
Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!                                                    - 5.58  - 2011    - 11 episode(s)      - 3 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/11609
Shuukan Shimakou                                                                                    - 5.54  - 2011    - 11 episode(s)      - 3 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/10541
Silent Chaser Kagami                                                                                - 4.27  - 2000    - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/29992
Silk Road Shounen Yuuto                                                                             - 6.00  - 2006    - 26 episode(s)      - 20 min. per ep.       - Adventure, Fantasy, Historical                                                                                                                                 - https://myanimelist.net/anime/1863
Sin in the Rain                                                                                     - 5.17  - 2006    - 1 episode(s)       - 22 min.               - Mystery                                                                                                                                                        - https://myanimelist.net/anime/994
Sister Princess: Re Pure Character&#039;s                                                           - 6.23  - 2004    - 12 episode(s)      - 9 min. per ep.        - Drama, Romance                                                                                                                                                 - https://myanimelist.net/anime/21119
Ski Jumping Pairs: Road to Torino 2006                                                              - 4.88  - 2006    - 1 episode(s)       - 4 min.                - Sports, Comedy                                                                                                                                                 - https://myanimelist.net/anime/10627
Sky Girls OVA                                                                                       - 6.70  - 2006    - 1 episode(s)       - 28 min.               - Mecha, Military, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/1480
Sky Girls Specials                                                                                  - 6.63  - 2007    - 9 episode(s)       - 4 min. per ep.        - Comedy, Mecha, Military, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/3410
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu                            - 7.75  - 1995    - 1 episode(s)       - 40 min.               - Comedy, Drama, School, Shounen, Slice of Life, Sports                                                                                                          - https://myanimelist.net/anime/2499
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi                                        - 7.66  - 1995    - 1 episode(s)       - 40 min.               - Comedy, Drama, School, Shounen, Slice of Life, Sports                                                                                                          - https://myanimelist.net/anime/2498
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi                                                   - 7.64  - 1994    - 1 episode(s)       - 45 min.               - Slice of Life, Comedy, Sports, Drama, School, Shounen                                                                                                          - https://myanimelist.net/anime/1861
Sleepy                                                                                              - 5.07  - 1980    - 1 episode(s)       - 5 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/30334
Soba no Hana Saita Hi                                                                               - 5.33  - 2000    - 1 episode(s)       - 12 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/26321
Soccer Fever                                                                                        - 6.45  - 1994    - 51 episode(s)      - 28 min. per ep.       - Historical, Sports                                                                                                                                             - https://myanimelist.net/anime/10774
Socket                                                                                              - 6.18  - 2009    - 1 episode(s)       - 10 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/7416
Sockies: Frontier Quest                                                                             - 5.14  - 2011    - 39 episode(s)      - 5 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/8143
Sol Bianca: Taiyou no Fune                                                                          - 6.44  - 1999    - 6 episode(s)       - 30 min. per ep.       - Adventure, Mecha, Sci-Fi, Space                                                                                                                                - https://myanimelist.net/anime/1444
Sol                                                                                                 - 5.08  - 2012    - 1 episode(s)       - 2 min.                - Dementia, Music                                                                                                                                                - https://myanimelist.net/anime/31450
Solar I.II.III                                                                                      - 5.13  - 1982    - 1 episode(s)       - 1 hr. 15 min.         - Action, Mecha, Shounen                                                                                                                                         - https://myanimelist.net/anime/16804
Soliton no Akuma                                                                                    - 6.06  - 1997    - 1 episode(s)       - 1 hr. 30 min.         - Military, Drama, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/10718
Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen                                                 - 7.25  - 1996    - 1 episode(s)       - 16 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/28573
Something Great Chizu ni Nai Machi                                                                  - 8.00  - 2006    - 1 episode(s)       - Unknown               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/23979
Son Gokuu Silk Road wo Tobu!!                                                                       - 5.21  - 1982    - 1 episode(s)       - 1 hr. 14 min.         - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/24669
Son Gokuu no Hi no Youjin                                                                           - 8.60  - 2010    - 1 episode(s)       - 12 min.               - Drama, Fantasy, Kids                                                                                                                                           - https://myanimelist.net/anime/28555
Son Gokuu no Koutsuu Rule Shugyou Chuu                                                              - 6.75  - 2005    - 1 episode(s)       - 13 min.               - Drama, Fantasy, Kids                                                                                                                                           - https://myanimelist.net/anime/30933
Sono Kinisasete yo: My My Mai                                                                       - 6.00  - 1993    - 2 episode(s)       - 39 min. per ep.       - Ecchi, Comedy, Supernatural                                                                                                                                    - https://myanimelist.net/anime/3095
Sono Mukou no Mukougawa                                                                             - 5.50  - 2005    - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/12993
Sonyeon 007 Eunhateukgongdae                                                                        - 4.41  - 1980    - 1 episode(s)       - 1 hr. 20 min.         - Action, Adventure, Mecha, Sci-Fi, Shounen, Space                                                                                                               - https://myanimelist.net/anime/18283
Sonyeon 007 Jihajeguk                                                                               - 4.69  - 1981    - 1 episode(s)       - 1 hr. 10 min.         - Action, Adventure, Sci-Fi, Shounen                                                                                                                             - https://myanimelist.net/anime/18303
Soosee no Aquarion: Dai 27-wa Parallel-ban                                                          - 6.31  - 2008    - 1 episode(s)       - 5 min.                - Comedy, Mecha                                                                                                                                                  - https://myanimelist.net/anime/16415
Sora Iro Hana Iro                                                                                   - 6.00  - 2005    - 1 episode(s)       - 6 min.                - Drama, Slice of Life                                                                                                                                           - https://myanimelist.net/anime/22791
Sora no Manimani Specials                                                                           - 6.62  - 2009    - 3 episode(s)       - 2 min. per ep.        - Comedy, School, Slice of Life                                                                                                                                  - https://myanimelist.net/anime/6885
Sora wo Kakeru Shoujo Picture Drama                                                                 - 6.34  - 2009    - 9 episode(s)       - 3 min. per ep.        - Adventure, Comedy, Sci-Fi, Space                                                                                                                               - https://myanimelist.net/anime/6437
Sora yori mo Tooi Basho: Web Gentei                                                                 - N/A   - 2017    - 13 episode(s)      - 30 sec. per ep.       - Adventure                                                                                                                                                      - https://myanimelist.net/anime/37123
Soratobu Toshi Keikaku                                                                              - 6.12  - 2005    - 1 episode(s)       - 5 min.                - Sci-Fi, Music, Space                                                                                                                                           - https://myanimelist.net/anime/3818
Soratobu Yuureisen                                                                                  - 6.80  - 1969    - 1 episode(s)       - 1 hr.                 - Adventure, Drama, Mecha, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/2811
Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells                                                - 5.80  - 2005    - 1 episode(s)       - 48 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21941
Sore Ike! Anpanman: Anpanman to Christmas no Hoshi                                                  - 5.68  - 2004    - 1 episode(s)       - 48 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/16988
Sore Ike! Anpanman: Anpanman to Okashi na Nakama                                                    - 5.32  - 1998    - 1 episode(s)       - 24 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21935
Sore Ike! Anpanman: Anpanman to Oyakusoku                                                           - 5.27  - 1998    - 2 episode(s)       - 40 min. per ep.       - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21973
Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi                                               - 6.62  - 1999    - 1 episode(s)       - 25 min.               - Kids, Adventure, Fantasy                                                                                                                                       - https://myanimelist.net/anime/27501
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi                                               - 5.29  - 1992    - 1 episode(s)       - 31 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21937
Sore Ike! Anpanman: Baikinman no Gyakushuu                                                          - 5.97  - 1990    - 1 episode(s)       - 1 hr. 10 min.         - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10061
Sore Ike! Anpanman: Baikinman to 3 Bai Punch                                                        - 6.05  - 1996    - 1 episode(s)       - 30 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21943
Sore Ike! Anpanman: Baikinman vs. Baikinman!?                                                       - 5.59  - 2009    - 1 episode(s)       - 21 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/21945
Sore Ike! Anpanman: Black Nose to Mahou no Uta                                                      - 5.89  - 2010    - 1 episode(s)       - 51 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/9007
Sore Ike! Anpanman: Bokura wa Hero                                                                  - 6.23  - 1997    - 1 episode(s)       - 25 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/27371
Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar                                                 - 6.00  - 1991    - 1 episode(s)       - 52 min.               - Comedy, Fantasy, Kids, Sci-Fi                                                                                                                                  - https://myanimelist.net/anime/22037
Sore Ike! Anpanman: Gomira no Hoshi                                                                 - 5.75  - 2001    - 1 episode(s)       - 51 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21947
Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman                                       - 5.70  - 2008    - 1 episode(s)       - 21 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/21951
Sore Ike! Anpanman: Horrorman to Hora Horako                                                        - 5.89  - 2007    - 1 episode(s)       - 20 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21953
Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime                                             - 6.24  - 2003    - 1 episode(s)       - 20 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/27491
Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman                                          - 6.63  - 2001    - 1 episode(s)       - 20 min.               - Kids, Adventure, Fantasy                                                                                                                                       - https://myanimelist.net/anime/27495
Sore Ike! Anpanman: Keito no Shiro no Christmas                                                     - 6.31  - 1995    - 1 episode(s)       - 50 min.               - Comedy, Kids, Fantasy                                                                                                                                          - https://myanimelist.net/anime/27571
Sore Ike! Anpanman: Kieta Jam Ojisan                                                                - 6.18  - 2000    - 1 episode(s)       - 50 min.               - Adventure, Kids, Fantasy                                                                                                                                       - https://myanimelist.net/anime/27497
Sore Ike! Anpanman: Kirakira Boshi no Namida                                                        - 6.19  - 1989    - 1 episode(s)       - 1 hr. 14 min.         - Kids, Adventure, Comedy, Super Power                                                                                                                           - https://myanimelist.net/anime/16163
Sore Ike! Anpanman: Kokin-chan to Aoi Namida                                                        - 5.47  - 2006    - 1 episode(s)       - 21 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21957
Sore Ike! Anpanman: Kokin-chan to Namida no Christmas                                               - 5.47  - 2007    - 1 episode(s)       - 48 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21955
Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman                                            - 5.78  - 2005    - 1 episode(s)       - 20 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/21959
Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken                                                   - 5.87  - 1993    - 1 episode(s)       - 1 hr.                 - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10056
Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou                                                 - 5.25  - 1994    - 1 episode(s)       - 1 hr.                 - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/22035
Sore Ike! Anpanman: Minna Atsumare! Anpanman World                                                  - 5.79  - 1994    - 1 episode(s)       - 30 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21961
Sore Ike! Anpanman: Niji no Pyramid                                                                 - 5.88  - 1997    - 1 episode(s)       - 56 min.               - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/9446
Sore Ike! Anpanman: Ningyohime no Namida                                                            - 6.12  - 2000    - 1 episode(s)       - 55 min.               - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/9451
Sore Ike! Anpanman: Omusubiman                                                                      - 5.53  - 1990    - 1 episode(s)       - 30 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/19433
Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne                                                     - 6.00  - 2000    - 2 episode(s)       - 41 min. per ep.       - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21975
Sore Ike! Anpanman: Ringo Boy to Minna no Negai                                                     - 6.78  - 2014    - 1 episode(s)       - Unknown               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/23617
Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu                                             - 6.36  - 2002    - 1 episode(s)       - 50 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/17219
Sore Ike! Anpanman: Ruby no Negai                                                                   - 6.33  - 2003    - 1 episode(s)       - 51 min.               - Comedy, Kids, Magic                                                                                                                                            - https://myanimelist.net/anime/11791
Sore Ike! Anpanman: Shabondama no Purun                                                             - 5.42  - 2007    - 1 episode(s)       - 1 hr. 15 min.         - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21293
Sore Ike! Anpanman: Sing! Dance! Everybody&#039;s Christmas                                         - 5.41  - 2006    - 1 episode(s)       - 48 min.               - Comedy, Fantasy, Kids, Super Power                                                                                                                             - https://myanimelist.net/anime/17006
Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu                                                - 6.06  - 1996    - 1 episode(s)       - 1 hr.                 - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10060
Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi                                               - 5.35  - 2011    - 1 episode(s)       - 46 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10684
Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon                                       - 5.10  - 2002    - 1 episode(s)       - 20 min.               - Adventure, Kids                                                                                                                                                - https://myanimelist.net/anime/20113
Sore Ike! Anpanman: Tobe! Tobe! Chibigon                                                            - 5.77  - 1991    - 1 episode(s)       - 40 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10057
Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing                                         - 5.53  - 2004    - 1 episode(s)       - 20 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21963
Sore Ike! Anpanman: Tsumiki Shiro no Himitsu                                                        - 6.62  - 1992    - 1 episode(s)       - 1 hr.                 - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/10059
Sore Ike! Anpanman: Yousei Rinrin no Himitsu                                                        - 5.88  - 2008    - 1 episode(s)       - 51 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21967
Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki                                                    - 5.79  - 1999    - 1 episode(s)       - 56 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21971
Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!                                                      - 6.33  - 1993    - 1 episode(s)       - 1 hr. 26 min.         - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10058
Sougen no Shoujo Laura                                                                              - 6.41  - 1975    - 26 episode(s)      - 24 min. per ep.       - Adventure, Shoujo                                                                                                                                              - https://myanimelist.net/anime/3822
Sougiya to Inu                                                                                      - 5.20  - 2010    - 1 episode(s)       - 4 min.                - Dementia, Horror                                                                                                                                               - https://myanimelist.net/anime/28953
Souhaku Shisuferia                                                                                  - 5.54  - 2009    - 1 episode(s)       - 6 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/13857
Soujuu Senshi Psychic Wars                                                                          - 3.20  - 1991    - 1 episode(s)       - 50 min.               - Action, Super Power, Demons, Seinen                                                                                                                            - https://myanimelist.net/anime/1345
Soukihei MD Geist                                                                                   - 5.40  - 1986    - 1 episode(s)       - 47 min.               - Mecha, Military, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/1285
Soukou Kihei Votoms: Pailsen Files the Movie                                                        - 6.80  - 2009    - 1 episode(s)       - 1 hr. 58 min.         - Mecha, Military, Sci-Fi, Space                                                                                                                                 - https://myanimelist.net/anime/7536
Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;                                   - 6.53  - 1985    - 1 episode(s)       - 55 min.               - Action, Mecha, Military, Drama, Sci-Fi                                                                                                                         - https://myanimelist.net/anime/12439
Soukou Kyojin Z-Knight                                                                              - 5.10  - 1991    - 1 episode(s)       - 9 min.                - Mecha                                                                                                                                                          - https://myanimelist.net/anime/9965
Soukyuu no Fafner: Arcadian Memory                                                                  - 6.65  - 2005    - 2 episode(s)       - 32 min. per ep.       - Action, Military, Sci-Fi, Drama, Mecha                                                                                                                         - https://myanimelist.net/anime/9494
Soul Reviver                                                                                        - 5.30  - 2013    - 1 episode(s)       - 1 min.                - Action, Seinen, Supernatural                                                                                                                                   - https://myanimelist.net/anime/18723
Soumubu Sououka Yamaguchi Roppeita: Saibanin Project Hajimemasu!                                    - 4.81  - 2007    - 1 episode(s)       - 27 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/30762
Souseiki                                                                                            - 5.69  - 1968    - 1 episode(s)       - 4 min.                - Parody                                                                                                                                                         - https://myanimelist.net/anime/3473
Souta no Chikai: Sabetsu ni Makenai Chikara                                                         - 4.89  - 1996    - 1 episode(s)       - 15 min.               - Drama, Historical, Kids                                                                                                                                        - https://myanimelist.net/anime/31005
Souten no Ken Specials                                                                              - 6.43  - 2007    - 4 episode(s)       - 30 min. per ep.       - Action, Martial Arts, Historical, Shounen                                                                                                                      - https://myanimelist.net/anime/3864
Space Cobra Pilot                                                                                   - 6.68  - 1981    - 1 episode(s)       - 23 min.               - Action, Adventure, Space, Sci-Fi                                                                                                                               - https://myanimelist.net/anime/5742
Space Neko Theater                                                                                  - 5.37  - 2008    - 1 episode(s)       - 8 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/11729
Space Oz no Bouken                                                                                  - 6.35  - 1992    - 26 episode(s)      - 25 min. per ep.       - Adventure, Sci-Fi                                                                                                                                              - https://myanimelist.net/anime/3451
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey                                  - 7.45  - 2002    - 13 episode(s)      - 25 min. per ep.       - Action, Adventure, Space, Drama, Sci-Fi, Seinen                                                                                                                - https://myanimelist.net/anime/1081
Space Travelers The Animation                                                                       - 5.43  - 2000    - 1 episode(s)       - 59 min.               - Sci-Fi, Space                                                                                                                                                  - https://myanimelist.net/anime/3817
Speed of Youth                                                                                      - N/A   - 2017    - 1 episode(s)       - 1 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35565
Speed                                                                                               - 5.27  - 1980    - 1 episode(s)       - 6 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/3799
Spheres                                                                                             - 7.10  - 2003    - 26 episode(s)      - 30 min. per ep.       - Action, Fantasy, Super Power                                                                                                                                   - https://myanimelist.net/anime/18447
Spirit of Wonder: China-san Tanpenshuu                                                              - 6.75  - 2001    - 3 episode(s)       - 12 min. per ep.       - Comedy, Sci-Fi, Seinen                                                                                                                                         - https://myanimelist.net/anime/6245
Spirit of Wonder: China-san no Yuuutsu                                                              - 6.64  - 1992    - 1 episode(s)       - 42 min.               - Romance, Sci-Fi, Seinen                                                                                                                                        - https://myanimelist.net/anime/2419
Spirit of Wonder: Shounen Kagaku Club                                                               - 6.81  - 2001    - 2 episode(s)       - 30 min. per ep.       - Drama, Sci-Fi, Seinen, Space                                                                                                                                   - https://myanimelist.net/anime/2420
Spo-chan Taiketsu: Youkai Daikessen                                                                 - 5.67  - 2014    - 1 episode(s)       - 1 hr. 10 min.         - Kids                                                                                                                                                           - https://myanimelist.net/anime/24819
Sprite: Between Two Worlds                                                                          - 6.05  - 1997    - 2 episode(s)       - 36 min. per ep.       - Comedy, Ecchi, Romance, School                                                                                                                                 - https://myanimelist.net/anime/1786
Stainless Night                                                                                     - 6.25  - 1995    - 2 episode(s)       - 30 min. per ep.       - Hentai, Yuri                                                                                                                                                   - https://myanimelist.net/anime/1407
Starlight Scramble Renai Kouhosei                                                                   - 6.25  - 1998    - 2 episode(s)       - 30 min. per ep.       - Action, Romance, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/9500
Starly Girls: Episode Starsia                                                                       - N/A   - 2018    - 12 episode(s)      - 22 min. per ep.       - Mecha, Space                                                                                                                                                   - https://myanimelist.net/anime/34276
Stitch to Suna no Wakusei                                                                           - 5.69  - 2012    - 1 episode(s)       - 45 min.               - Adventure, Comedy, Kids, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/25891
Stitch! Perfect Memory                                                                              - 5.52  - 2015    - 1 episode(s)       - 45 min.               - Kids, Adventure, Comedy, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/31238
Stitch!: Zutto Saikou no Tomodachi Special                                                          - 6.01  - 2011    - 1 episode(s)       - 25 min.               - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/30648
Stitch!: Zutto Saikou no Tomodachi                                                                  - 6.16  - 2010    - 29 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/8964
