Title                                                                                                - Score - Year - Num Eps            - Duration              - Genre(s)                                                                            - Link
Chuumon no Ooi Ryouriten (1993)                                                                      - 5.61  - 1993 - 1 episode(s)       - 21 min.               - Horror, Supernatural, Fantasy                                                       - https://myanimelist.net/anime/30967
Cinderella Express                                                                                   - 5.89  - 1989 - 1 episode(s)       - 47 min.               - Ecchi, Comedy, Romance, Seinen                                                      - https://myanimelist.net/anime/6419
City Hunter: Bay City Wars                                                                           - 7.47  - 1990 - 1 episode(s)       - 45 min.               - Action, Comedy, Mystery, Shounen                                                    - https://myanimelist.net/anime/1475
City Hunter: Hyakuman Dollar no Inbou                                                                - 7.49  - 1990 - 1 episode(s)       - 45 min.               - Action, Comedy, Mystery, Shounen                                                    - https://myanimelist.net/anime/1476
Clover                                                                                               - 6.94  - 1999 - 1 episode(s)       - 6 min.                - Drama, Fantasy, Music, Sci-Fi, Shoujo                                               - https://myanimelist.net/anime/1890
Cobra The Animation: The Psycho-Gun                                                                  - 7.06  - 2008 - 4 episode(s)       - 30 min. per ep.       - Action, Adventure, Mecha, Sci-Fi, Space                                             - https://myanimelist.net/anime/4646
Code Geass: Hangyaku no Lelouch R2 Picture Drama                                                     - 7.20  - 2008 - 9 episode(s)       - 5 min. per ep.        - Comedy, Ecchi, Slice of Life                                                        - https://myanimelist.net/anime/5163
Colorful (Movie)                                                                                     - 8.00  - 2010 - 1 episode(s)       - 2 hr. 7 min.          - Slice of Life, Supernatural, Drama                                                  - https://myanimelist.net/anime/8142
Cook no Polka                                                                                        - 4.64  - 1964 - 1 episode(s)       - 2 min.                - Kids, Music                                                                         - https://myanimelist.net/anime/24901
Copihan                                                                                              - 5.54  - 2011 - 7 episode(s)       - 6 min. per ep.        - Comedy, School, Sci-Fi                                                              - https://myanimelist.net/anime/10801
Corpse Party: Missing Footage                                                                        - 6.33  - 2012 - 1 episode(s)       - 11 min.               - Horror, School                                                                      - https://myanimelist.net/anime/13807
Cosmic Fantasy: Ginga Mehyou no Wana                                                                 - 5.68  - 1994 - 1 episode(s)       - 42 min.               - Action, Sci-Fi, Space, Comedy, Romance, Fantasy                                     - https://myanimelist.net/anime/5990
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke                                                        - 6.76  - 2016 - 13 episode(s)      - 8 min. per ep.        - Sci-Fi, Space, Comedy, Ecchi, Seinen                                                - https://myanimelist.net/anime/33661
Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!      - 6.76  - 2007 - 1 episode(s)       - 11 min.               - Action, Comedy, Super Power, Seinen                                                 - https://myanimelist.net/anime/3853
Cream Lemon                                                                                          - 6.47  - 1984 - 38 episode(s)      - 26 min. per ep.       - Parody, Fantasy, Comedy, Romance, Hentai, Drama, Sci-Fi, Yuri                       - https://myanimelist.net/anime/3239
Dai-chan, Daisuki.                                                                                   - 6.55  - 2007 - 1 episode(s)       - 1 hr. 20 min.         - Drama, School, Slice of Life                                                        - https://myanimelist.net/anime/19905
Daiakuji: The Xena Buster Specials                                                                   - 6.71  - 2003 - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                              - https://myanimelist.net/anime/2353
Daicon Opening Animations                                                                            - 7.72  - 1981 - 2 episode(s)       - 5 min. per ep.        - Action, Sci-Fi, Adventure, Music, Mecha                                             - https://myanimelist.net/anime/2724
Daishikkin Helena                                                                                    - 5.96  - 2005 - 2 episode(s)       - 26 min. per ep.       - Hentai                                                                              - https://myanimelist.net/anime/3250
Daishizen no Majuu: Bagi                                                                             - 6.49  - 1984 - 1 episode(s)       - 1 hr. 30 min.         - Action, Romance, Sci-Fi                                                             - https://myanimelist.net/anime/2312
Daiyoshi P Produce Ashita no Jobuubu                                                                 - 4.73  - 2013 - 10 episode(s)      - 4 min. per ep.        - Slice of Life, Comedy, Parody                                                       - https://myanimelist.net/anime/36261
Dakara Boku wa, H ga Dekinai. Recap                                                                  - 6.59  - 2012 - 1 episode(s)       - 24 min.               - Comedy, Ecchi, Romance, Supernatural                                                - https://myanimelist.net/anime/15325
Dallyeola Hani                                                                                       - 6.66  - 1988 - 13 episode(s)      - 28 min. per ep.       - Sports                                                                              - https://myanimelist.net/anime/17092
Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo                                      - 4.33  - 2015 - 1 episode(s)       - 45 min.               - Comedy, Seinen                                                                      - https://myanimelist.net/anime/31436
Dantalian no Shoka: Ibarahime                                                                        - 7.23  - 2012 - 1 episode(s)       - 24 min.               - Action, Historical, Mystery                                                         - https://myanimelist.net/anime/12879
Dead Heat                                                                                            - 5.62  - 1987 - 1 episode(s)       - 30 min.               - Action, Sports, Mecha, Sci-Fi                                                       - https://myanimelist.net/anime/10780
Death Note: Rewrite                                                                                  - 7.81  - 2007 - 2 episode(s)       - 1 hr. 52 min. per ep. - Mystery, Police, Psychological, Supernatural, Thriller                              - https://myanimelist.net/anime/2994
Deimos no Hanayome: Ran no Kumikyoku                                                                 - 5.91  - 1988 - 1 episode(s)       - 32 min.               - Mystery, Horror, Demons, Psychological, Supernatural, Drama, Magic, Fantasy, Shoujo - https://myanimelist.net/anime/5918
Dennou Coil Recaps                                                                                   - 6.44  - 2007 - 2 episode(s)       - 25 min. per ep.       - Adventure, Comedy, Drama, Mystery, Sci-Fi                                           - https://myanimelist.net/anime/13955
Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!                                           - 5.13  - 1998 - 2 episode(s)       - 15 min. per ep.       - Action, Comedy, Mecha, Parody, Sci-Fi                                               - https://myanimelist.net/anime/23855
Detonator Orgun                                                                                      - 6.60  - 1991 - 3 episode(s)       - 52 min. per ep.       - Action, Sci-Fi, Mecha                                                               - https://myanimelist.net/anime/1178
Di Gi Charat Natsuyasumi Special                                                                     - 6.77  - 2001 - 4 episode(s)       - 11 min. per ep.       - Comedy                                                                              - https://myanimelist.net/anime/1756
Di Gi Charat Summer Special 2000                                                                     - 6.63  - 2000 - 4 episode(s)       - 11 min. per ep.       - Comedy                                                                              - https://myanimelist.net/anime/1754
Diamond no Ace: Second Season OVA                                                                    - 7.56  - 2016 - 2 episode(s)       - 24 min. per ep.       - Comedy, Sports, School, Shounen                                                     - https://myanimelist.net/anime/34349
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!                              - 6.72  - 2007 - 1 episode(s)       - 23 min.               - Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural                            - https://myanimelist.net/anime/4712
Dimension W Special                                                                                  - 6.62  - 2016 - 1 episode(s)       - 11 min.               - Sci-Fi, Seinen                                                                      - https://myanimelist.net/anime/33069
Discode: Ijou Seiai                                                                                  - 6.38  - 2004 - 3 episode(s)       - 20 min. per ep.       - Hentai                                                                              - https://myanimelist.net/anime/3324
Dochinpira                                                                                           - 5.03  - 1993 - 1 episode(s)       - 45 min.               - Action, Comedy, Hentai                                                              - https://myanimelist.net/anime/4693
Dog Days'': Gravure Talk                                                                             - 6.48  - 2015 - 4 episode(s)       - 1 min. per ep.        - Comedy, Fantasy                                                                     - https://myanimelist.net/anime/31967
Dog Days'': Limone Resort Tenbou Onsen!                                                              - 6.73  - 2015 - 1 episode(s)       - 11 min.               - Ecchi, Fantasy, Magic                                                               - https://myanimelist.net/anime/31851
Dokgotak Dasi Chajeun Maundeu                                                                        - 5.62  - 1985 - 1 episode(s)       - 1 hr. 10 min.         - Shounen, Sports                                                                     - https://myanimelist.net/anime/18327
Dokidoki Dream!!!                                                                                    - 5.64  - 2016 - 1 episode(s)       - 2 min.                - Music                                                                               - https://myanimelist.net/anime/36600
Dokkiri Doctor Special                                                                               - 6.13  - 1999 - 1 episode(s)       - 25 min.               - Comedy, Ecchi                                                                       - https://myanimelist.net/anime/13781
Doraemon Movie: Boku, Momotarou no Nanna no Sa                                                       - 6.73  - 1981 - 1 episode(s)       - 47 min.               - Adventure, Fantasy, Kids, Sci-Fi, Shounen                                           - https://myanimelist.net/anime/2650
Doraemon: Treasure of the Shinugumi Mountain                                                         - 6.66  - 1988 - 1 episode(s)       - 23 min.               - Adventure, Comedy, Fantasy, Kids, Shounen                                           - https://myanimelist.net/anime/2644
Dracula no Uta                                                                                       - 4.94  - 1975 - 1 episode(s)       - 2 min.                - Kids, Music, Vampire                                                                - https://myanimelist.net/anime/21831
Dragon Nest: Throne of Elves                                                                         - 7.46  - 2016 - 1 episode(s)       - 1 hr. 44 min.         - Action, Adventure, Fantasy, Magic                                                   - https://myanimelist.net/anime/31678
Dragon Pink                                                                                          - 6.27  - 1994 - 3 episode(s)       - 25 min. per ep.       - Action, Adventure, Comedy, Fantasy, Hentai, Magic, Supernatural                     - https://myanimelist.net/anime/1331
