Title                                                                            - Score - Year - Num Eps            - Duration              - Genre(s)                                                                     - Link
Godzilla: Kessen Kidou Zoushoku Toshi                                            - N/A   - 2018 - 1 episode(s)       - Unknown               - Action, Adventure, Fantasy, Sci-Fi                                           - https://myanimelist.net/anime/36816
Gokudou Sakaba Denden: Gokudou Daisensou Gaiden                                  - 4.91  - 2015 - 3 episode(s)       - Unknown               - Comedy                                                                       - https://myanimelist.net/anime/30796
Golgo 13: Queen Bee                                                              - 6.69  - 1998 - 1 episode(s)       - 56 min.               - Action, Adventure, Military, Drama, Seinen                                   - https://myanimelist.net/anime/1761
Golgo 13                                                                         - 6.88  - 1983 - 1 episode(s)       - 1 hr. 30 min.         - Action, Military, Adventure, Drama, Seinen                                   - https://myanimelist.net/anime/1760
Green Green Thirteen: Erolutions                                                 - 6.22  - 2004 - 1 episode(s)       - 31 min.               - Comedy, Romance, Hentai                                                      - https://myanimelist.net/anime/651
Guardian Hearts                                                                  - 5.98  - 2003 - 6 episode(s)       - 17 min. per ep.       - Comedy, Ecchi, Magic, Romance, School                                        - https://myanimelist.net/anime/824
Gunsmith Cats (2018)                                                             - N/A   - 2018 - 1 episode(s)       - Unknown               - Action, Comedy, Police, Seinen                                               - https://myanimelist.net/anime/37483
Guomin Laogong Dai Huijia 2nd season                                             - 6.80  - 2017 - 12 episode(s)      - 11 min. per ep.       - Drama, Romance, School                                                       - https://myanimelist.net/anime/37044
Haikyuu!!: vs "Akaten"                                                           - 7.71  - 2016 - 1 episode(s)       - 24 min.               - Sports, Shounen                                                              - https://myanimelist.net/anime/35806
Hakuouki Reimeiroku Tokuten Disc                                                 - 7.35  - 2013 - 2 episode(s)       - 11 min. per ep.       - Action, Supernatural, Josei                                                  - https://myanimelist.net/anime/18835
Hanamaru Youchien: Panda Neko Taisou                                             - 6.29  - 2010 - 8 episode(s)       - 1 min. per ep.        - Comedy, Kids, Music                                                          - https://myanimelist.net/anime/16646
