Title                                                                                               - Score - Year - Num Eps            - Duration              - Genre(s)                                                                                           - Link
Burn Up Excess                                                                                      - 6.66  - 1997 - 13 episode(s)      - 25 min. per ep.       - Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen                                          - https://myanimelist.net/anime/370
Busou Chuugakusei: Basket Army                                                                      - 5.86  - 2011 - 5 episode(s)       - 4 min. per ep.        - Action, Military                                                                                   - https://myanimelist.net/anime/12157
CCW: Crazy Clay Wrestling                                                                           - 3.44  - 2007 - 1 episode(s)       - 6 min.                - Sports                                                                                             - https://myanimelist.net/anime/11689
Cafe de Oni                                                                                         - 4.26  - 2004 - 1 episode(s)       - 4 min.                - Music                                                                                              - https://myanimelist.net/anime/10586
Calligraffiti                                                                                       - 4.38  - 1982 - 1 episode(s)       - 5 min.                - Music                                                                                              - https://myanimelist.net/anime/23517
Candy no Yume                                                                                       - 4.13  - 1978 - 1 episode(s)       - 2 min.                - Music, Kids                                                                                        - https://myanimelist.net/anime/36302
Canvas: Sepia-iro no Motif                                                                          - 5.77  - 2001 - 2 episode(s)       - 30 min. per ep.       - Comedy, Romance, Slice of Life                                                                     - https://myanimelist.net/anime/695
Captain Future: Kareinaru Taiyokei Race                                                             - 6.11  - 1978 - 1 episode(s)       - 58 min.               - Action, Adventure, Sci-Fi                                                                          - https://myanimelist.net/anime/4509
Captain Tsubasa: Ayaushi! Zen Nihon Jr.                                                             - 6.88  - 1985 - 1 episode(s)       - 1 hr.                 - Action, Sports, Shounen                                                                            - https://myanimelist.net/anime/2119
Captain Tsubasa: Saikyou no Teki! Holland Youth                                                     - 7.00  - 1995 - 1 episode(s)       - 47 min.               - Action, Shounen, Sports                                                                            - https://myanimelist.net/anime/2122
Catblue: Dynamite                                                                                   - 6.24  - 2006 - 1 episode(s)       - 42 min.               - Action, Fantasy                                                                                    - https://myanimelist.net/anime/1828
Cerberus                                                                                            - 5.53  - 2016 - 1 episode(s)       - 4 min.                - Music                                                                                              - https://myanimelist.net/anime/34889
Chainsaw Maid                                                                                       - 5.09  - 2007 - 1 episode(s)       - 6 min.                - Comedy, Horror, Supernatural, Thriller                                                             - https://myanimelist.net/anime/11679
Cheburashka                                                                                         - 7.44  - 2010 - 1 episode(s)       - 1 hr. 20 min.         - Comedy                                                                                             - https://myanimelist.net/anime/9340
Cheer Danshi!! Specials                                                                             - 6.23  - 2016 - 2 episode(s)       - Unknown               - Sports, School                                                                                     - https://myanimelist.net/anime/34548
Chen-Kuro Gakuen                                                                                    - 5.61  - 2016 - 3 episode(s)       - 3 min. per ep.        - Comedy, Parody, School                                                                             - https://myanimelist.net/anime/34762
Cheorin Samchongsa                                                                                  - 4.09  - 1983 - 1 episode(s)       - 1 hr. 10 min.         - Action, Mecha, Sci-Fi, Space, Shounen                                                              - https://myanimelist.net/anime/18271
Chibi Maruko-chan Movie: Italia kara Kita Shounen                                                   - 6.47  - 2015 - 1 episode(s)       - 1 hr. 34 min.         - Slice of Life, Comedy, Kids, School                                                                - https://myanimelist.net/anime/31202
Chibi Maruko-chan Movie                                                                             - 7.32  - 1990 - 1 episode(s)       - 1 hr. 33 min.         - Comedy, School, Shoujo                                                                             - https://myanimelist.net/anime/3203
Chibi Maruko-chan: Watashi no Suki na Uta                                                           - 7.07  - 1992 - 1 episode(s)       - 1 hr. 33 min.         - Music, Slice of Life, Drama, Romance, Shoujo                                                       - https://myanimelist.net/anime/9348
Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi                                                       - 6.00  - 2006 - 1 episode(s)       - 40 min.               - Kids                                                                                               - https://myanimelist.net/anime/27855
